Dataset,Set,Approach,Metric,Value,Method,File,Specs
AISHELL-4,,Exact,Purity,0.77568,,M_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.75308,,M_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.19537,,S_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.2116,,S_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.98755,,S_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.98755,,S_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.78709,,L_R003S01C02,ecapa_ahc
AISHELL-4,,Exact,JER,0.82233,,L_R003S01C02,ecapa_ahc
AISHELL-4,,Exact,Purity,0.74083,,L_R003S01C02,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.80207,,L_R003S01C02,ecapa_ahc
AISHELL-4,,Exact,DER,0.64287,,L_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.72773,,L_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.83928,,L_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.76262,,L_R004S03C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.78948,,M_R003S05C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.82072,,M_R003S05C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.66954,,M_R003S05C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.72121,,M_R003S05C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.73199,,L_R004S01C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.66757,,L_R004S01C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.84695,,L_R004S01C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.79543,,L_R004S01C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.29351,,S_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.46233,,S_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.83807,,S_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.90429,,S_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.62904,,L_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.73187,,L_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.85715,,L_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.72857,,L_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.42727,,S_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.4602,,S_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.81242,,S_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.78938,,S_R003S02C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.82044,,M_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.69281,,M_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.81526,,M_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.81526,,M_R003S01C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.24861,,S_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.33028,,S_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.93818,,S_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.93818,,S_R004S02C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.41215,,S_R003S03C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.51083,,S_R003S03C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.82794,,S_R003S03C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.9314,,S_R003S03C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.21683,,S_R004S04C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.24239,,S_R004S04C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.94645,,S_R004S04C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.94645,,S_R004S04C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.73304,,L_R003S04C02,ecapa_ahc
AISHELL-4,,Exact,JER,0.85664,,L_R003S04C02,ecapa_ahc
AISHELL-4,,Exact,Purity,0.79156,,L_R003S04C02,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.68831,,L_R003S04C02,ecapa_ahc
AISHELL-4,,Exact,DER,0.69675,,L_R003S02C02,ecapa_ahc
AISHELL-4,,Exact,JER,0.7019,,L_R003S02C02,ecapa_ahc
AISHELL-4,,Exact,Purity,0.86016,,L_R003S02C02,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.84838,,L_R003S02C02,ecapa_ahc
AISHELL-4,,Exact,DER,0.33174,,S_R003S04C01,ecapa_ahc
AISHELL-4,,Exact,JER,0.49253,,S_R003S04C01,ecapa_ahc
AISHELL-4,,Exact,Purity,0.82485,,S_R003S04C01,ecapa_ahc
AISHELL-4,,Exact,Coverage,0.8079,,S_R003S04C01,ecapa_ahc
AISHELL-4,,Exact,DER,0.30418,,S_R004S01C01,ecapa_sc
AISHELL-4,,Exact,JER,0.26053,,S_R004S01C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.98296,,S_R004S01C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.98296,,S_R004S01C01,ecapa_sc
AISHELL-4,,Exact,DER,0.71416,,L_R003S03C02,ecapa_sc
AISHELL-4,,Exact,JER,0.75648,,L_R003S03C02,ecapa_sc
AISHELL-4,,Exact,Purity,0.82692,,L_R003S03C02,ecapa_sc
AISHELL-4,,Exact,Coverage,0.69772,,L_R003S03C02,ecapa_sc
AISHELL-4,,Exact,DER,0.72152,,M_R003S04C01,ecapa_sc
AISHELL-4,,Exact,JER,0.7345,,M_R003S04C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.7834,,M_R003S04C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.72108,,M_R003S04C01,ecapa_sc
AISHELL-4,,Exact,DER,0.43711,,L_R004S06C01,ecapa_sc
AISHELL-4,,Exact,JER,0.38382,,L_R004S06C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.97098,,L_R004S06C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.88685,,L_R004S06C01,ecapa_sc
AISHELL-4,,Exact,DER,0.83567,,M_R003S02C01,ecapa_sc
AISHELL-4,,Exact,JER,0.83803,,M_R003S02C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.80343,,M_R003S02C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.71848,,M_R003S02C01,ecapa_sc
AISHELL-4,,Exact,DER,0.18653,,S_R004S03C01,ecapa_sc
AISHELL-4,,Exact,JER,0.19684,,S_R004S03C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.99795,,S_R004S03C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.99795,,S_R004S03C01,ecapa_sc
AISHELL-4,,Exact,DER,0.78665,,L_R003S01C02,ecapa_sc
AISHELL-4,,Exact,JER,0.79435,,L_R003S01C02,ecapa_sc
AISHELL-4,,Exact,Purity,0.76652,,L_R003S01C02,ecapa_sc
AISHELL-4,,Exact,Coverage,0.75974,,L_R003S01C02,ecapa_sc
AISHELL-4,,Exact,DER,0.73987,,L_R004S03C01,ecapa_sc
AISHELL-4,,Exact,JER,0.80269,,L_R004S03C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.81337,,L_R004S03C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.55761,,L_R004S03C01,ecapa_sc
AISHELL-4,,Exact,DER,0.73586,,M_R003S05C01,ecapa_sc
AISHELL-4,,Exact,JER,0.75385,,M_R003S05C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.79242,,M_R003S05C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.81095,,M_R003S05C01,ecapa_sc
AISHELL-4,,Exact,DER,0.73183,,L_R004S01C01,ecapa_sc
AISHELL-4,,Exact,JER,0.65721,,L_R004S01C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.92315,,L_R004S01C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.77792,,L_R004S01C01,ecapa_sc
AISHELL-4,,Exact,DER,0.21368,,S_R003S01C01,ecapa_sc
AISHELL-4,,Exact,JER,0.27506,,S_R003S01C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.92577,,S_R003S01C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.92577,,S_R003S01C01,ecapa_sc
AISHELL-4,,Exact,DER,0.66818,,L_R004S02C01,ecapa_sc
AISHELL-4,,Exact,JER,0.76225,,L_R004S02C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.83461,,L_R004S02C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.65987,,L_R004S02C01,ecapa_sc
AISHELL-4,,Exact,DER,0.31,,S_R003S02C01,ecapa_sc
AISHELL-4,,Exact,JER,0.35063,,S_R003S02C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.94176,,S_R003S02C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.94176,,S_R003S02C01,ecapa_sc
AISHELL-4,,Exact,DER,0.81184,,M_R003S01C01,ecapa_sc
AISHELL-4,,Exact,JER,0.67094,,M_R003S01C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.85111,,M_R003S01C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.85941,,M_R003S01C01,ecapa_sc
AISHELL-4,,Exact,DER,0.21745,,S_R004S02C01,ecapa_sc
AISHELL-4,,Exact,JER,0.27314,,S_R004S02C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.97536,,S_R004S02C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.97536,,S_R004S02C01,ecapa_sc
AISHELL-4,,Exact,DER,0.30712,,S_R003S03C01,ecapa_sc
AISHELL-4,,Exact,JER,0.3092,,S_R003S03C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.95215,,S_R003S03C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.95215,,S_R003S03C01,ecapa_sc
AISHELL-4,,Exact,DER,0.18868,,S_R004S04C01,ecapa_sc
AISHELL-4,,Exact,JER,0.19505,,S_R004S04C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.97889,,S_R004S04C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.97889,,S_R004S04C01,ecapa_sc
AISHELL-4,,Exact,DER,0.69521,,L_R003S04C02,ecapa_sc
AISHELL-4,,Exact,JER,0.73019,,L_R003S04C02,ecapa_sc
AISHELL-4,,Exact,Purity,0.93542,,L_R003S04C02,ecapa_sc
AISHELL-4,,Exact,Coverage,0.68248,,L_R003S04C02,ecapa_sc
AISHELL-4,,Exact,DER,0.7077,,L_R003S02C02,ecapa_sc
AISHELL-4,,Exact,JER,0.68804,,L_R003S02C02,ecapa_sc
AISHELL-4,,Exact,Purity,0.92972,,L_R003S02C02,ecapa_sc
AISHELL-4,,Exact,Coverage,0.81708,,L_R003S02C02,ecapa_sc
AISHELL-4,,Exact,DER,0.40817,,S_R003S04C01,ecapa_sc
AISHELL-4,,Exact,JER,0.56013,,S_R003S04C01,ecapa_sc
AISHELL-4,,Exact,Purity,0.83518,,S_R003S04C01,ecapa_sc
AISHELL-4,,Exact,Coverage,0.71672,,S_R003S04C01,ecapa_sc
AISHELL-4,,Exact,DER,0.56569,,S_R004S01C01,xvec_ahc
AISHELL-4,,Exact,JER,0.80574,,S_R004S01C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.62785,,S_R004S01C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.91687,,S_R004S01C01,xvec_ahc
AISHELL-4,,Exact,DER,0.85779,,L_R003S03C02,xvec_ahc
AISHELL-4,,Exact,JER,0.95294,,L_R003S03C02,xvec_ahc
AISHELL-4,,Exact,Purity,0.35927,,L_R003S03C02,xvec_ahc
AISHELL-4,,Exact,Coverage,0.96491,,L_R003S03C02,xvec_ahc
AISHELL-4,,Exact,DER,0.7215,,M_R003S04C01,xvec_ahc
AISHELL-4,,Exact,JER,0.87214,,M_R003S04C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.67123,,M_R003S04C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.87409,,M_R003S04C01,xvec_ahc
AISHELL-4,,Exact,DER,0.7674,,L_R004S06C01,xvec_ahc
AISHELL-4,,Exact,JER,0.8708,,L_R004S06C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.38586,,L_R004S06C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.96004,,L_R004S06C01,xvec_ahc
AISHELL-4,,Exact,DER,0.93218,,M_R003S02C01,xvec_ahc
AISHELL-4,,Exact,JER,0.95434,,M_R003S02C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.30936,,M_R003S02C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.94331,,M_R003S02C01,xvec_ahc
AISHELL-4,,Exact,DER,0.62468,,S_R004S03C01,xvec_ahc
AISHELL-4,,Exact,JER,0.83003,,S_R004S03C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.47721,,S_R004S03C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.94413,,S_R004S03C01,xvec_ahc
AISHELL-4,,Exact,DER,0.88818,,L_R003S01C02,xvec_ahc
AISHELL-4,,Exact,JER,0.916,,L_R003S01C02,xvec_ahc
AISHELL-4,,Exact,Purity,0.41759,,L_R003S01C02,xvec_ahc
AISHELL-4,,Exact,Coverage,0.80623,,L_R003S01C02,xvec_ahc
AISHELL-4,,Exact,DER,0.75896,,L_R004S03C01,xvec_ahc
AISHELL-4,,Exact,JER,0.86874,,L_R004S03C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.52536,,L_R004S03C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.86745,,L_R004S03C01,xvec_ahc
AISHELL-4,,Exact,DER,0.82571,,M_R003S05C01,xvec_ahc
AISHELL-4,,Exact,JER,0.92278,,M_R003S05C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.54576,,M_R003S05C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.96749,,M_R003S05C01,xvec_ahc
AISHELL-4,,Exact,DER,0.82414,,L_R004S01C01,xvec_ahc
AISHELL-4,,Exact,JER,0.9342,,L_R004S01C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.53685,,L_R004S01C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.85035,,L_R004S01C01,xvec_ahc
AISHELL-4,,Exact,DER,0.58987,,S_R003S01C01,xvec_ahc
AISHELL-4,,Exact,JER,0.87509,,S_R003S01C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.50348,,S_R003S01C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.96866,,S_R003S01C01,xvec_ahc
AISHELL-4,,Exact,DER,0.76093,,L_R004S02C01,xvec_ahc
AISHELL-4,,Exact,JER,0.90946,,L_R004S02C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.46993,,L_R004S02C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.90984,,L_R004S02C01,xvec_ahc
AISHELL-4,,Exact,DER,0.53595,,S_R003S02C01,xvec_ahc
AISHELL-4,,Exact,JER,0.77923,,S_R003S02C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.65321,,S_R003S02C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.92222,,S_R003S02C01,xvec_ahc
AISHELL-4,,Exact,DER,0.92429,,M_R003S01C01,xvec_ahc
AISHELL-4,,Exact,JER,0.94869,,M_R003S01C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.38666,,M_R003S01C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.93763,,M_R003S01C01,xvec_ahc
AISHELL-4,,Exact,DER,0.55178,,S_R004S02C01,xvec_ahc
AISHELL-4,,Exact,JER,0.81128,,S_R004S02C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.57339,,S_R004S02C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.93177,,S_R004S02C01,xvec_ahc
AISHELL-4,,Exact,DER,0.72732,,S_R003S03C01,xvec_ahc
AISHELL-4,,Exact,JER,0.90818,,S_R003S03C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.40317,,S_R003S03C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.97728,,S_R003S03C01,xvec_ahc
AISHELL-4,,Exact,DER,0.56487,,S_R004S04C01,xvec_ahc
AISHELL-4,,Exact,JER,0.80444,,S_R004S04C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.55058,,S_R004S04C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.92673,,S_R004S04C01,xvec_ahc
AISHELL-4,,Exact,DER,0.72771,,L_R003S04C02,xvec_ahc
AISHELL-4,,Exact,JER,0.91577,,L_R003S04C02,xvec_ahc
AISHELL-4,,Exact,Purity,0.60988,,L_R003S04C02,xvec_ahc
AISHELL-4,,Exact,Coverage,0.95156,,L_R003S04C02,xvec_ahc
AISHELL-4,,Exact,DER,0.90437,,L_R003S02C02,xvec_ahc
AISHELL-4,,Exact,JER,0.96619,,L_R003S02C02,xvec_ahc
AISHELL-4,,Exact,Purity,0.28328,,L_R003S02C02,xvec_ahc
AISHELL-4,,Exact,Coverage,0.95352,,L_R003S02C02,xvec_ahc
AISHELL-4,,Exact,DER,0.6629,,S_R003S04C01,xvec_ahc
AISHELL-4,,Exact,JER,0.87716,,S_R003S04C01,xvec_ahc
AISHELL-4,,Exact,Purity,0.40998,,S_R003S04C01,xvec_ahc
AISHELL-4,,Exact,Coverage,0.94187,,S_R003S04C01,xvec_ahc
AISHELL-4,,Exact,DER,0.31083,,S_R004S01C01,xvec_sc
AISHELL-4,,Exact,JER,0.27306,,S_R004S01C01,xvec_sc
AISHELL-4,,Exact,Purity,0.97382,,S_R004S01C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.97382,,S_R004S01C01,xvec_sc
AISHELL-4,,Exact,DER,0.75612,,L_R003S03C02,xvec_sc
AISHELL-4,,Exact,JER,0.78912,,L_R003S03C02,xvec_sc
AISHELL-4,,Exact,Purity,0.76382,,L_R003S03C02,xvec_sc
AISHELL-4,,Exact,Coverage,0.59801,,L_R003S03C02,xvec_sc
AISHELL-4,,Exact,DER,0.76805,,M_R003S04C01,xvec_sc
AISHELL-4,,Exact,JER,0.79268,,M_R003S04C01,xvec_sc
AISHELL-4,,Exact,Purity,0.76055,,M_R003S04C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.57378,,M_R003S04C01,xvec_sc
AISHELL-4,,Exact,DER,0.44862,,L_R004S06C01,xvec_sc
AISHELL-4,,Exact,JER,0.39297,,L_R004S06C01,xvec_sc
AISHELL-4,,Exact,Purity,0.9651,,L_R004S06C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.86932,,L_R004S06C01,xvec_sc
AISHELL-4,,Exact,DER,0.86477,,M_R003S02C01,xvec_sc
AISHELL-4,,Exact,JER,0.87564,,M_R003S02C01,xvec_sc
AISHELL-4,,Exact,Purity,0.75154,,M_R003S02C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.59676,,M_R003S02C01,xvec_sc
AISHELL-4,,Exact,DER,0.19423,,S_R004S03C01,xvec_sc
AISHELL-4,,Exact,JER,0.20806,,S_R004S03C01,xvec_sc
AISHELL-4,,Exact,Purity,0.98877,,S_R004S03C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.98877,,S_R004S03C01,xvec_sc
AISHELL-4,,Exact,DER,0.84625,,L_R003S01C02,xvec_sc
AISHELL-4,,Exact,JER,0.82487,,L_R003S01C02,xvec_sc
AISHELL-4,,Exact,Purity,0.5989,,L_R003S01C02,xvec_sc
AISHELL-4,,Exact,Coverage,0.603,,L_R003S01C02,xvec_sc
AISHELL-4,,Exact,DER,0.75692,,L_R004S03C01,xvec_sc
AISHELL-4,,Exact,JER,0.80904,,L_R004S03C01,xvec_sc
AISHELL-4,,Exact,Purity,0.82951,,L_R004S03C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.52986,,L_R004S03C01,xvec_sc
AISHELL-4,,Exact,DER,0.76981,,M_R003S05C01,xvec_sc
AISHELL-4,,Exact,JER,0.76386,,M_R003S05C01,xvec_sc
AISHELL-4,,Exact,Purity,0.74729,,M_R003S05C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.69799,,M_R003S05C01,xvec_sc
AISHELL-4,,Exact,DER,0.74057,,L_R004S01C01,xvec_sc
AISHELL-4,,Exact,JER,0.6852,,L_R004S01C01,xvec_sc
AISHELL-4,,Exact,Purity,0.87278,,L_R004S01C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.75347,,L_R004S01C01,xvec_sc
AISHELL-4,,Exact,DER,0.22227,,S_R003S01C01,xvec_sc
AISHELL-4,,Exact,JER,0.29143,,S_R003S01C01,xvec_sc
AISHELL-4,,Exact,Purity,0.91612,,S_R003S01C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.91612,,S_R003S01C01,xvec_sc
AISHELL-4,,Exact,DER,0.68355,,L_R004S02C01,xvec_sc
AISHELL-4,,Exact,JER,0.77407,,L_R004S02C01,xvec_sc
AISHELL-4,,Exact,Purity,0.8472,,L_R004S02C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.65573,,L_R004S02C01,xvec_sc
AISHELL-4,,Exact,DER,0.31265,,S_R003S02C01,xvec_sc
AISHELL-4,,Exact,JER,0.3489,,S_R003S02C01,xvec_sc
AISHELL-4,,Exact,Purity,0.93813,,S_R003S02C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.93813,,S_R003S02C01,xvec_sc
AISHELL-4,,Exact,DER,0.83306,,M_R003S01C01,xvec_sc
AISHELL-4,,Exact,JER,0.69921,,M_R003S01C01,xvec_sc
AISHELL-4,,Exact,Purity,0.78332,,M_R003S01C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.75917,,M_R003S01C01,xvec_sc
AISHELL-4,,Exact,DER,0.38278,,S_R004S02C01,xvec_sc
AISHELL-4,,Exact,JER,0.43584,,S_R004S02C01,xvec_sc
AISHELL-4,,Exact,Purity,0.92958,,S_R004S02C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.77362,,S_R004S02C01,xvec_sc
AISHELL-4,,Exact,DER,0.3282,,S_R003S03C01,xvec_sc
AISHELL-4,,Exact,JER,0.35607,,S_R003S03C01,xvec_sc
AISHELL-4,,Exact,Purity,0.92478,,S_R003S03C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.92478,,S_R003S03C01,xvec_sc
AISHELL-4,,Exact,DER,0.19474,,S_R004S04C01,xvec_sc
AISHELL-4,,Exact,JER,0.20586,,S_R004S04C01,xvec_sc
AISHELL-4,,Exact,Purity,0.97185,,S_R004S04C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.97185,,S_R004S04C01,xvec_sc
AISHELL-4,,Exact,DER,0.69762,,L_R003S04C02,xvec_sc
AISHELL-4,,Exact,JER,0.74864,,L_R003S04C02,xvec_sc
AISHELL-4,,Exact,Purity,0.89639,,L_R003S04C02,xvec_sc
AISHELL-4,,Exact,Coverage,0.67743,,L_R003S04C02,xvec_sc
AISHELL-4,,Exact,DER,0.69334,,L_R003S02C02,xvec_sc
AISHELL-4,,Exact,JER,0.67748,,L_R003S02C02,xvec_sc
AISHELL-4,,Exact,Purity,0.91258,,L_R003S02C02,xvec_sc
AISHELL-4,,Exact,Coverage,0.85123,,L_R003S02C02,xvec_sc
AISHELL-4,,Exact,DER,0.39059,,S_R003S04C01,xvec_sc
AISHELL-4,,Exact,JER,0.54224,,S_R003S04C01,xvec_sc
AISHELL-4,,Exact,Purity,0.83277,,S_R003S04C01,xvec_sc
AISHELL-4,,Exact,Coverage,0.74004,,S_R003S04C01,xvec_sc
AMI,,Baseline,DER,0.54994,,IS1009b,ecapa_ahc
AMI,,Baseline,JER,0.74852,,IS1009b,ecapa_ahc
AMI,,Baseline,Purity,0.49097,,IS1009b,ecapa_ahc
AMI,,Baseline,Coverage,0.89491,,IS1009b,ecapa_ahc
AMI,,Baseline,DER,0.62572,,EN2002d,ecapa_ahc
AMI,,Baseline,JER,0.76548,,EN2002d,ecapa_ahc
AMI,,Baseline,Purity,0.40587,,EN2002d,ecapa_ahc
AMI,,Baseline,Coverage,0.77868,,EN2002d,ecapa_ahc
AMI,,Baseline,DER,0.48981,,TS3003c,ecapa_ahc
AMI,,Baseline,JER,0.69067,,TS3003c,ecapa_ahc
AMI,,Baseline,Purity,0.59852,,TS3003c,ecapa_ahc
AMI,,Baseline,Coverage,0.94115,,TS3003c,ecapa_ahc
AMI,,Baseline,DER,0.54295,,ES2004d,ecapa_ahc
AMI,,Baseline,JER,0.71096,,ES2004d,ecapa_ahc
AMI,,Baseline,Purity,0.52176,,ES2004d,ecapa_ahc
AMI,,Baseline,Coverage,0.86065,,ES2004d,ecapa_ahc
AMI,,Baseline,DER,0.55639,,TS3003b,ecapa_ahc
AMI,,Baseline,JER,0.71334,,TS3003b,ecapa_ahc
AMI,,Baseline,Purity,0.53341,,TS3003b,ecapa_ahc
AMI,,Baseline,Coverage,0.95408,,TS3003b,ecapa_ahc
AMI,,Baseline,DER,0.48733,,ES2004a,ecapa_ahc
AMI,,Baseline,JER,0.6953,,ES2004a,ecapa_ahc
AMI,,Baseline,Purity,0.59022,,ES2004a,ecapa_ahc
AMI,,Baseline,Coverage,0.84649,,ES2004a,ecapa_ahc
AMI,,Baseline,DER,0.4619,,IS1009c,ecapa_ahc
AMI,,Baseline,JER,0.67442,,IS1009c,ecapa_ahc
AMI,,Baseline,Purity,0.59339,,IS1009c,ecapa_ahc
AMI,,Baseline,Coverage,0.9567,,IS1009c,ecapa_ahc
AMI,,Baseline,DER,0.61782,,EN2002a,ecapa_ahc
AMI,,Baseline,JER,0.77021,,EN2002a,ecapa_ahc
AMI,,Baseline,Purity,0.42159,,EN2002a,ecapa_ahc
AMI,,Baseline,Coverage,0.87581,,EN2002a,ecapa_ahc
AMI,,Baseline,DER,0.50991,,ES2004c,ecapa_ahc
AMI,,Baseline,JER,0.69949,,ES2004c,ecapa_ahc
AMI,,Baseline,Purity,0.54019,,ES2004c,ecapa_ahc
AMI,,Baseline,Coverage,0.8942,,ES2004c,ecapa_ahc
AMI,,Baseline,DER,0.51908,,TS3003d,ecapa_ahc
AMI,,Baseline,JER,0.72926,,TS3003d,ecapa_ahc
AMI,,Baseline,Purity,0.57568,,TS3003d,ecapa_ahc
AMI,,Baseline,Coverage,0.89827,,TS3003d,ecapa_ahc
AMI,,Baseline,DER,0.38653,,IS1009a,ecapa_ahc
AMI,,Baseline,JER,0.68196,,IS1009a,ecapa_ahc
AMI,,Baseline,Purity,0.68384,,IS1009a,ecapa_ahc
AMI,,Baseline,Coverage,0.81636,,IS1009a,ecapa_ahc
AMI,,Baseline,DER,0.50968,,EN2002c,ecapa_ahc
AMI,,Baseline,JER,0.62484,,EN2002c,ecapa_ahc
AMI,,Baseline,Purity,0.52695,,EN2002c,ecapa_ahc
AMI,,Baseline,Coverage,0.82933,,EN2002c,ecapa_ahc
AMI,,Baseline,DER,0.55416,,EN2002b,ecapa_ahc
AMI,,Baseline,JER,0.72365,,EN2002b,ecapa_ahc
AMI,,Baseline,Purity,0.48533,,EN2002b,ecapa_ahc
AMI,,Baseline,Coverage,0.79521,,EN2002b,ecapa_ahc
AMI,,Baseline,DER,0.43521,,IS1009d,ecapa_ahc
AMI,,Baseline,JER,0.68479,,IS1009d,ecapa_ahc
AMI,,Baseline,Purity,0.64032,,IS1009d,ecapa_ahc
AMI,,Baseline,Coverage,0.86036,,IS1009d,ecapa_ahc
AMI,,Baseline,DER,0.36696,,TS3003a,ecapa_ahc
