Dataset,Set,Approach,Metric,Value,Method,File,Specs
MSDWILD,Few,Baseline,DER,0.94587,,00313,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.92841,,00313,ecapa_ahc
MSDWILD,Few,Baseline,Purity,1.0,,00313,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,1.0,,00313,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.2133,,00954,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.21958,,00954,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.90095,,00954,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.90095,,00954,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.41254,,02098,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.65315,,02098,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.64056,,02098,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.99101,,02098,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.33437,,02749,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.57822,,02749,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.80342,,02749,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.91554,,02749,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.23418,,02984,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.35617,,02984,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.79968,,02984,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.78535,,02984,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.59412,,01034,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.75838,,01034,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.55874,,01034,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.77819,,01034,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.21591,,02265,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.24347,,02265,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.8349,,02265,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.8349,,02265,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.52235,,02380,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.53267,,02380,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.65814,,02380,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.6566,,02380,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.46665,,02785,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.71992,,02785,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.61321,,02785,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.76485,,02785,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.16762,,00897,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.18842,,00897,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.85378,,00897,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.85378,,00897,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.24047,,02215,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.46721,,02215,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.92142,,02215,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.86034,,02215,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.52991,,02262,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.74106,,02262,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.55107,,02262,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.80639,,02262,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.22072,,02564,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.25069,,02564,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.90173,,02564,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.90173,,02564,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.16682,,01031,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.22436,,01031,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.88344,,01031,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.88344,,01031,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.13663,,00598,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.30546,,00598,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.89428,,00598,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89643,,00598,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15268,,01834,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.25761,,01834,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.8695,,01834,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.8695,,01834,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.12735,,02743,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.31284,,02743,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.88494,,02743,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.90302,,02743,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.36799,,02127,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.40647,,02127,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.76036,,02127,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.76036,,02127,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.42751,,00369,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.39318,,00369,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.8443,,00369,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.8443,,00369,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.2707,,00298,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.49041,,00298,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.86306,,00298,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.91608,,00298,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.33426,,01266,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.31168,,01266,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.92137,,01266,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92137,,01266,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.41113,,01321,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.66982,,01321,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.73433,,01321,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89076,,01321,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.20206,,00215,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.17623,,00215,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.95303,,00215,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.95303,,00215,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.47615,,01989,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.72354,,01989,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.53895,,01989,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.88734,,01989,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.34815,,01998,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.58921,,01998,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.70897,,01998,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.79433,,01998,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.2554,,00200,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.39793,,00200,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.83721,,00200,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.84869,,00200,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18406,,02905,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.18274,,02905,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.86244,,02905,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.86244,,02905,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.57501,,02629,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.75222,,02629,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.53346,,02629,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.777,,02629,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.4325,,00562,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.46595,,00562,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.87119,,00562,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.87119,,00562,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.34899,,02057,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.36942,,02057,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.74693,,02057,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.74693,,02057,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.60856,,02768,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.68623,,02768,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.48307,,02768,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.6924,,02768,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.59386,,00225,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.70477,,00225,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.51243,,00225,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.78473,,00225,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.22751,,01158,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.31893,,01158,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.89121,,01158,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89121,,01158,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.07897,,00614,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.10458,,00614,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.96809,,00614,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.96809,,00614,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.36307,,01674,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.67842,,01674,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.6688,,01674,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.75612,,01674,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.25454,,02766,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.25847,,02766,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.7961,,02766,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.7961,,02766,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.14293,,01086,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.15939,,01086,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.96279,,01086,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.96279,,01086,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.46268,,00844,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.45865,,00844,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.74306,,00844,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.74306,,00844,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18381,,01032,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.39572,,01032,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.89243,,01032,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.8647,,01032,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.42831,,00449,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.61919,,00449,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.62199,,00449,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.80796,,00449,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.41492,,01859,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.63743,,01859,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.65229,,01859,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92373,,01859,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.32281,,01594,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.61673,,01594,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.74737,,01594,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92718,,01594,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.11359,,00917,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.10414,,00917,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.99924,,00917,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.99924,,00917,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.86527,,01776,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.79253,,01776,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.43697,,01776,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.75519,,01776,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.46904,,02457,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.48019,,02457,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.70353,,02457,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.70353,,02457,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.49034,,00567,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.64457,,00567,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.60146,,00567,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89862,,00567,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.43643,,01191,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.59202,,01191,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.66776,,01191,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.79329,,01191,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15261,,02047,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.18485,,02047,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.91785,,02047,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.91785,,02047,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.26703,,00850,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.36683,,00850,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.7928,,00850,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.7928,,00850,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18491,,02722,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.20176,,02722,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.86241,,02722,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.86241,,02722,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.16645,,00619,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.19052,,00619,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.90962,,00619,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.90962,,00619,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.58242,,02883,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.62002,,02883,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.60227,,02883,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.81889,,02883,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.20859,,00942,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.26802,,00942,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.849,,00942,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.849,,00942,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.1293,,01172,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.16415,,01172,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.92324,,01172,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92324,,01172,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15461,,02316,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.2895,,02316,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.86859,,02316,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.86859,,02316,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.25937,,02622,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.26819,,02622,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.80595,,02622,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.80595,,02622,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.45624,,01700,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.64298,,01700,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.64063,,01700,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.9169,,01700,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.17819,,02295,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.23078,,02295,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.84352,,02295,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.84352,,02295,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.4269,,01450,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.61316,,01450,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.67426,,01450,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.84228,,01450,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.3681,,01330,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.54907,,01330,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.71538,,01330,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.90889,,01330,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.40742,,00872,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.6363,,00872,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.67171,,00872,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.97473,,00872,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.46627,,01288,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.6983,,01288,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.67358,,01288,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.64936,,01288,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.63071,,00762,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.66739,,00762,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.59147,,00762,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89877,,00762,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.11371,,02611,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.11555,,02611,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.9743,,02611,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.9743,,02611,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.5021,,02678,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.68892,,02678,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.52447,,02678,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89202,,02678,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18479,,01899,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.18185,,01899,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.88359,,01899,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.88359,,01899,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.49968,,00743,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.79821,,00743,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.69877,,00743,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92926,,00743,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.3397,,01226,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.31895,,01226,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.86381,,01226,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.86381,,01226,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18109,,01855,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.22036,,01855,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.89313,,01855,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89313,,01855,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.69873,,00250,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.82998,,00250,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.55441,,00250,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.64104,,00250,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.09748,,02830,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.1175,,02830,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.95436,,02830,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.95436,,02830,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.18533,,01385,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.24102,,01385,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.91153,,01385,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.91153,,01385,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.50544,,01774,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.5575,,01774,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.65595,,01774,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89109,,01774,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.17865,,00029,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.20049,,00029,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.84566,,00029,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.84566,,00029,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15577,,00660,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.37687,,00660,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.87285,,00660,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92526,,00660,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.34434,,01731,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.69375,,01731,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.80056,,01731,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.87512,,01731,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.33038,,02293,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.54622,,02293,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.80896,,02293,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.84633,,02293,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.25565,,00080,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.57853,,00080,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.7611,,00080,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.9535,,00080,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.35976,,03043,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.6165,,03043,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.67813,,03043,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.70469,,03043,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.38853,,02221,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.56621,,02221,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.76333,,02221,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.83151,,02221,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.36289,,02864,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.44587,,02864,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.73247,,02864,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.73247,,02864,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15168,,01661,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.16264,,01661,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.91435,,01661,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.91435,,01661,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.31611,,01893,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.54576,,01893,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.84296,,01893,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.88394,,01893,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.6134,,03014,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.83304,,03014,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.46619,,03014,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.92798,,03014,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.03002,,02374,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.049,,02374,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.99163,,02374,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.99163,,02374,ecapa_ahc
MSDWILD,Few,Baseline,DER,1.32707,,02465,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.90282,,02465,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.48935,,02465,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,1.0,,02465,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.15827,,00297,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.15065,,00297,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.99092,,00297,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.99092,,00297,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.59275,,01796,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.72932,,01796,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.58712,,01796,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.80817,,01796,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.68987,,01980,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.46403,,01980,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.79491,,01980,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.79491,,01980,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.53681,,02736,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.82198,,02736,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.52061,,02736,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.97997,,02736,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.2241,,02866,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.25356,,02866,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.89845,,02866,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.89845,,02866,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.59191,,00585,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.72283,,00585,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.55433,,00585,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.8779,,00585,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.11415,,00948,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.11601,,00948,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.97134,,00948,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.97134,,00948,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.36787,,02227,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.59544,,02227,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.70337,,02227,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.98049,,02227,ecapa_ahc
MSDWILD,Few,Baseline,DER,0.55196,,00957,ecapa_ahc
MSDWILD,Few,Baseline,JER,0.67278,,00957,ecapa_ahc
MSDWILD,Few,Baseline,Purity,0.8645,,00957,ecapa_ahc
MSDWILD,Few,Baseline,Coverage,0.57827,,00957,ecapa_ahc
