Dataset,Set,Approach,Metric,Value,Method,File
RAMC,,Baseline,Purity,0.74899,,CTS-CN-F2F-2019-11-15-138
RAMC,,Baseline,Coverage,0.28289,,CTS-CN-F2F-2019-11-15-138
RAMC,,Baseline,DER,0.93474,,CTS-CN-F2F-2019-11-15-73
RAMC,,Baseline,JER,0.79819,,CTS-CN-F2F-2019-11-15-73
RAMC,,Baseline,Purity,0.85919,,CTS-CN-F2F-2019-11-15-73
RAMC,,Baseline,Coverage,0.32113,,CTS-CN-F2F-2019-11-15-73
RAMC,,Baseline,DER,0.90116,,CTS-CN-F2F-2019-11-15-100
RAMC,,Baseline,JER,0.81073,,CTS-CN-F2F-2019-11-15-100
RAMC,,Baseline,Purity,0.90075,,CTS-CN-F2F-2019-11-15-100
RAMC,,Baseline,Coverage,0.30154,,CTS-CN-F2F-2019-11-15-100
RAMC,,Baseline,DER,0.81433,,CTS-CN-F2F-2019-11-15-105
RAMC,,Baseline,JER,0.77061,,CTS-CN-F2F-2019-11-15-105
RAMC,,Baseline,Purity,0.85861,,CTS-CN-F2F-2019-11-15-105
RAMC,,Baseline,Coverage,0.34398,,CTS-CN-F2F-2019-11-15-105
RAMC,,Baseline,DER,0.96497,,CTS-CN-F2F-2019-11-04-387
RAMC,,Baseline,JER,0.88474,,CTS-CN-F2F-2019-11-04-387
RAMC,,Baseline,Purity,0.65851,,CTS-CN-F2F-2019-11-04-387
RAMC,,Baseline,Coverage,0.1739,,CTS-CN-F2F-2019-11-04-387
RAMC,,Baseline,DER,0.84372,,CTS-CN-F2F-2019-11-15-39
RAMC,,Baseline,JER,0.8519,,CTS-CN-F2F-2019-11-15-39
RAMC,,Baseline,Purity,0.6664,,CTS-CN-F2F-2019-11-15-39
RAMC,,Baseline,Coverage,0.23166,,CTS-CN-F2F-2019-11-15-39
RAMC,,Baseline,DER,0.9125,,CTS-CN-F2F-2019-11-15-82
RAMC,,Baseline,JER,0.70412,,CTS-CN-F2F-2019-11-15-82
RAMC,,Baseline,Purity,0.9509,,CTS-CN-F2F-2019-11-15-82
RAMC,,Baseline,Coverage,0.32028,,CTS-CN-F2F-2019-11-15-82
RAMC,,Baseline,DER,0.82216,,CTS-CN-F2F-2019-11-15-17
RAMC,,Baseline,JER,0.80637,,CTS-CN-F2F-2019-11-15-17
RAMC,,Baseline,Purity,0.70207,,CTS-CN-F2F-2019-11-15-17
RAMC,,Baseline,Coverage,0.2483,,CTS-CN-F2F-2019-11-15-17
RAMC,,Baseline,DER,0.80098,,CTS-CN-F2F-2019-11-15-56
RAMC,,Baseline,JER,0.8188,,CTS-CN-F2F-2019-11-15-56
RAMC,,Baseline,Purity,0.85378,,CTS-CN-F2F-2019-11-15-56
RAMC,,Baseline,Coverage,0.27183,,CTS-CN-F2F-2019-11-15-56
RAMC,,Baseline,DER,0.91845,,CTS-CN-F2F-2019-11-15-128
RAMC,,Baseline,JER,0.83071,,CTS-CN-F2F-2019-11-15-128
RAMC,,Baseline,Purity,0.84658,,CTS-CN-F2F-2019-11-15-128
RAMC,,Baseline,Coverage,0.23077,,CTS-CN-F2F-2019-11-15-128
RAMC,,Baseline,DER,0.76198,,CTS-CN-F2F-2019-11-15-8
RAMC,,Baseline,JER,0.77447,,CTS-CN-F2F-2019-11-15-8
RAMC,,Baseline,Purity,0.89219,,CTS-CN-F2F-2019-11-15-8
RAMC,,Baseline,Coverage,0.29613,,CTS-CN-F2F-2019-11-15-8
RAMC,,Baseline,DER,0.82275,,CTS-CN-F2F-2019-11-15-52
RAMC,,Baseline,JER,0.78058,,CTS-CN-F2F-2019-11-15-52
RAMC,,Baseline,Purity,0.74803,,CTS-CN-F2F-2019-11-15-52
RAMC,,Baseline,Coverage,0.31034,,CTS-CN-F2F-2019-11-15-52
RAMC,,Baseline,DER,0.83219,,CTS-CN-F2F-2019-11-15-151
RAMC,,Baseline,JER,0.83307,,CTS-CN-F2F-2019-11-15-151
RAMC,,Baseline,Purity,0.65163,,CTS-CN-F2F-2019-11-15-151
RAMC,,Baseline,Coverage,0.27134,,CTS-CN-F2F-2019-11-15-151
RAMC,,Baseline,DER,0.86651,,CTS-CN-F2F-2019-11-15-81
RAMC,,Baseline,JER,0.7989,,CTS-CN-F2F-2019-11-15-81
RAMC,,Baseline,Purity,0.8075,,CTS-CN-F2F-2019-11-15-81
RAMC,,Baseline,Coverage,0.30209,,CTS-CN-F2F-2019-11-15-81
RAMC,,Baseline,DER,0.99661,,CTS-CN-F2F-2019-11-15-9
RAMC,,Baseline,JER,0.84726,,CTS-CN-F2F-2019-11-15-9
RAMC,,Baseline,Purity,0.65176,,CTS-CN-F2F-2019-11-15-9
RAMC,,Baseline,Coverage,0.25088,,CTS-CN-F2F-2019-11-15-9
RAMC,,Baseline,DER,0.82695,,CTS-CN-F2F-2019-11-15-75
RAMC,,Baseline,JER,0.80158,,CTS-CN-F2F-2019-11-15-75
RAMC,,Baseline,Purity,0.84318,,CTS-CN-F2F-2019-11-15-75
RAMC,,Baseline,Coverage,0.2898,,CTS-CN-F2F-2019-11-15-75
RAMC,,Baseline,DER,0.82996,,CTS-CN-F2F-2019-11-15-27
RAMC,,Baseline,JER,0.77546,,CTS-CN-F2F-2019-11-15-27
RAMC,,Baseline,Purity,0.8788,,CTS-CN-F2F-2019-11-15-27
RAMC,,Baseline,Coverage,0.28053,,CTS-CN-F2F-2019-11-15-27
RAMC,,Baseline,DER,0.97445,,CTS-CN-F2F-2019-11-11-390
RAMC,,Baseline,JER,0.83062,,CTS-CN-F2F-2019-11-11-390
RAMC,,Baseline,Purity,0.66559,,CTS-CN-F2F-2019-11-11-390
RAMC,,Baseline,Coverage,0.24588,,CTS-CN-F2F-2019-11-11-390
RAMC,,Baseline,DER,0.95338,,CTS-CN-F2F-2019-11-15-26
RAMC,,Baseline,JER,0.81288,,CTS-CN-F2F-2019-11-15-26
RAMC,,Baseline,Purity,0.84464,,CTS-CN-F2F-2019-11-15-26
RAMC,,Baseline,Coverage,0.31951,,CTS-CN-F2F-2019-11-15-26
RAMC,,Baseline,DER,0.84436,,CTS-CN-F2F-2019-11-15-68
RAMC,,Baseline,JER,0.75724,,CTS-CN-F2F-2019-11-15-68
RAMC,,Baseline,Purity,0.90175,,CTS-CN-F2F-2019-11-15-68
RAMC,,Baseline,Coverage,0.27709,,CTS-CN-F2F-2019-11-15-68
RAMC,,Baseline,DER,0.92931,,CTS-CN-F2F-2019-11-11-198
RAMC,,Baseline,JER,0.79703,,CTS-CN-F2F-2019-11-11-198
RAMC,,Baseline,Purity,0.84596,,CTS-CN-F2F-2019-11-11-198
RAMC,,Baseline,Coverage,0.28438,,CTS-CN-F2F-2019-11-11-198
RAMC,,Baseline,DER,0.79082,,CTS-CN-F2F-2019-11-15-53
RAMC,,Baseline,JER,0.79025,,CTS-CN-F2F-2019-11-15-53
RAMC,,Baseline,Purity,0.87713,,CTS-CN-F2F-2019-11-15-53
RAMC,,Baseline,Coverage,0.30297,,CTS-CN-F2F-2019-11-15-53
RAMC,,Baseline,DER,1.02402,,CTS-CN-F2F-2019-11-15-37
RAMC,,Baseline,JER,0.74383,,CTS-CN-F2F-2019-11-15-37
RAMC,,Baseline,Purity,0.89202,,CTS-CN-F2F-2019-11-15-37
RAMC,,Baseline,Coverage,0.37024,,CTS-CN-F2F-2019-11-15-37
RAMC,,Baseline,DER,0.86149,,CTS-CN-F2F-2019-11-11-716
RAMC,,Baseline,JER,0.74002,,CTS-CN-F2F-2019-11-11-716
RAMC,,Baseline,Purity,0.86338,,CTS-CN-F2F-2019-11-11-716
RAMC,,Baseline,Coverage,0.39499,,CTS-CN-F2F-2019-11-11-716
RAMC,,Baseline,DER,0.86668,,CTS-CN-F2F-2019-11-15-94
RAMC,,Baseline,JER,0.76929,,CTS-CN-F2F-2019-11-15-94
RAMC,,Baseline,Purity,0.64094,,CTS-CN-F2F-2019-11-15-94
RAMC,,Baseline,Coverage,0.30449,,CTS-CN-F2F-2019-11-15-94
RAMC,,Baseline,DER,0.96453,,CTS-CN-F2F-2019-11-11-193
RAMC,,Baseline,JER,0.76336,,CTS-CN-F2F-2019-11-11-193
RAMC,,Baseline,Purity,0.90699,,CTS-CN-F2F-2019-11-11-193
RAMC,,Baseline,Coverage,0.27651,,CTS-CN-F2F-2019-11-11-193
RAMC,,Baseline,DER,0.92646,,CTS-CN-F2F-2019-11-15-88
RAMC,,Baseline,JER,0.81816,,CTS-CN-F2F-2019-11-15-88
RAMC,,Baseline,Purity,0.80477,,CTS-CN-F2F-2019-11-15-88
RAMC,,Baseline,Coverage,0.25353,,CTS-CN-F2F-2019-11-15-88
RAMC,,Baseline,DER,0.8964,,CTS-CN-F2F-2019-11-11-431
RAMC,,Baseline,JER,0.85052,,CTS-CN-F2F-2019-11-11-431
RAMC,,Baseline,Purity,0.75586,,CTS-CN-F2F-2019-11-11-431
RAMC,,Baseline,Coverage,0.24372,,CTS-CN-F2F-2019-11-11-431
RAMC,,Baseline,DER,0.73582,,CTS-CN-F2F-2019-11-15-153
RAMC,,Baseline,JER,0.77566,,CTS-CN-F2F-2019-11-15-153
RAMC,,Baseline,Purity,0.83746,,CTS-CN-F2F-2019-11-15-153
RAMC,,Baseline,Coverage,0.33949,,CTS-CN-F2F-2019-11-15-153
RAMC,,Exact,DER,0.8396,,CTS-CN-F2F-2019-11-15-150
RAMC,,Exact,JER,0.60104,,CTS-CN-F2F-2019-11-15-150
RAMC,,Exact,Purity,0.91056,,CTS-CN-F2F-2019-11-15-150
RAMC,,Exact,Coverage,0.75591,,CTS-CN-F2F-2019-11-15-150
RAMC,,Exact,DER,0.67981,,CTS-CN-F2F-2019-11-15-3
RAMC,,Exact,JER,0.79126,,CTS-CN-F2F-2019-11-15-3
RAMC,,Exact,Purity,0.63939,,CTS-CN-F2F-2019-11-15-3
RAMC,,Exact,Coverage,0.48756,,CTS-CN-F2F-2019-11-15-3
RAMC,,Exact,DER,0.50789,,CTS-CN-F2F-2019-11-15-91
RAMC,,Exact,JER,0.60623,,CTS-CN-F2F-2019-11-15-91
RAMC,,Exact,Purity,0.8021,,CTS-CN-F2F-2019-11-15-91
RAMC,,Exact,Coverage,0.65212,,CTS-CN-F2F-2019-11-15-91
RAMC,,Exact,DER,0.74085,,CTS-CN-F2F-2019-11-15-135
RAMC,,Exact,JER,0.81998,,CTS-CN-F2F-2019-11-15-135
RAMC,,Exact,Purity,0.83876,,CTS-CN-F2F-2019-11-15-135
RAMC,,Exact,Coverage,0.43231,,CTS-CN-F2F-2019-11-15-135
RAMC,,Exact,DER,0.90493,,CTS-CN-F2F-2019-11-15-101
RAMC,,Exact,JER,0.81828,,CTS-CN-F2F-2019-11-15-101
RAMC,,Exact,Purity,0.54815,,CTS-CN-F2F-2019-11-15-101
RAMC,,Exact,Coverage,0.42805,,CTS-CN-F2F-2019-11-15-101
RAMC,,Exact,DER,0.63832,,CTS-CN-F2F-2019-11-15-45
RAMC,,Exact,JER,0.72924,,CTS-CN-F2F-2019-11-15-45
RAMC,,Exact,Purity,0.63886,,CTS-CN-F2F-2019-11-15-45
RAMC,,Exact,Coverage,0.5649,,CTS-CN-F2F-2019-11-15-45
RAMC,,Exact,DER,0.51034,,CTS-CN-F2F-2019-11-15-121
RAMC,,Exact,JER,0.73849,,CTS-CN-F2F-2019-11-15-121
RAMC,,Exact,Purity,0.65047,,CTS-CN-F2F-2019-11-15-121
RAMC,,Exact,Coverage,0.56579,,CTS-CN-F2F-2019-11-15-121
RAMC,,Exact,DER,0.40128,,CTS-CN-F2F-2019-11-15-77
RAMC,,Exact,JER,0.58181,,CTS-CN-F2F-2019-11-15-77
RAMC,,Exact,Purity,0.90901,,CTS-CN-F2F-2019-11-15-77
RAMC,,Exact,Coverage,0.66886,,CTS-CN-F2F-2019-11-15-77
RAMC,,Exact,DER,1.08548,,CTS-CN-F2F-2019-11-15-144
RAMC,,Exact,JER,0.80061,,CTS-CN-F2F-2019-11-15-144
RAMC,,Exact,Purity,0.47751,,CTS-CN-F2F-2019-11-15-144
RAMC,,Exact,Coverage,0.50159,,CTS-CN-F2F-2019-11-15-144
RAMC,,Exact,DER,0.55992,,CTS-CN-F2F-2019-11-15-65
RAMC,,Exact,JER,0.62774,,CTS-CN-F2F-2019-11-15-65
RAMC,,Exact,Purity,0.7977,,CTS-CN-F2F-2019-11-15-65
RAMC,,Exact,Coverage,0.68481,,CTS-CN-F2F-2019-11-15-65
RAMC,,Exact,DER,0.53447,,CTS-CN-F2F-2019-11-15-142
RAMC,,Exact,JER,0.62265,,CTS-CN-F2F-2019-11-15-142
RAMC,,Exact,Purity,0.73304,,CTS-CN-F2F-2019-11-15-142
RAMC,,Exact,Coverage,0.66824,,CTS-CN-F2F-2019-11-15-142
RAMC,,Exact,DER,0.82003,,CTS-CN-F2F-2019-11-15-123
RAMC,,Exact,JER,0.82058,,CTS-CN-F2F-2019-11-15-123
RAMC,,Exact,Purity,0.53945,,CTS-CN-F2F-2019-11-15-123
RAMC,,Exact,Coverage,0.4471,,CTS-CN-F2F-2019-11-15-123
RAMC,,Exact,DER,0.41711,,CTS-CN-F2F-2019-11-11-423
RAMC,,Exact,JER,0.58043,,CTS-CN-F2F-2019-11-11-423
RAMC,,Exact,Purity,0.84265,,CTS-CN-F2F-2019-11-11-423
RAMC,,Exact,Coverage,0.6959,,CTS-CN-F2F-2019-11-11-423
RAMC,,Exact,DER,0.30568,,CTS-CN-F2F-2019-11-15-126
RAMC,,Exact,JER,0.48782,,CTS-CN-F2F-2019-11-15-126
RAMC,,Exact,Purity,0.89596,,CTS-CN-F2F-2019-11-15-126
RAMC,,Exact,Coverage,0.82293,,CTS-CN-F2F-2019-11-15-126
RAMC,,Exact,DER,0.58086,,CTS-CN-F2F-2019-11-15-138
RAMC,,Exact,JER,0.67547,,CTS-CN-F2F-2019-11-15-138
RAMC,,Exact,Purity,0.73586,,CTS-CN-F2F-2019-11-15-138
RAMC,,Exact,Coverage,0.55371,,CTS-CN-F2F-2019-11-15-138
RAMC,,Exact,DER,0.59408,,CTS-CN-F2F-2019-11-15-73
RAMC,,Exact,JER,0.64575,,CTS-CN-F2F-2019-11-15-73
RAMC,,Exact,Purity,0.78352,,CTS-CN-F2F-2019-11-15-73
RAMC,,Exact,Coverage,0.66178,,CTS-CN-F2F-2019-11-15-73
RAMC,,Exact,DER,0.3802,,CTS-CN-F2F-2019-11-15-100
RAMC,,Exact,JER,0.53525,,CTS-CN-F2F-2019-11-15-100
RAMC,,Exact,Purity,0.88124,,CTS-CN-F2F-2019-11-15-100
RAMC,,Exact,Coverage,0.82308,,CTS-CN-F2F-2019-11-15-100
RAMC,,Exact,DER,0.42226,,CTS-CN-F2F-2019-11-15-105
RAMC,,Exact,JER,0.5926,,CTS-CN-F2F-2019-11-15-105
RAMC,,Exact,Purity,0.82406,,CTS-CN-F2F-2019-11-15-105
RAMC,,Exact,Coverage,0.73641,,CTS-CN-F2F-2019-11-15-105
RAMC,,Exact,DER,0.6972,,CTS-CN-F2F-2019-11-04-387
RAMC,,Exact,JER,0.79052,,CTS-CN-F2F-2019-11-04-387
RAMC,,Exact,Purity,0.65851,,CTS-CN-F2F-2019-11-04-387
RAMC,,Exact,Coverage,0.47568,,CTS-CN-F2F-2019-11-04-387
RAMC,,Exact,DER,0.64051,,CTS-CN-F2F-2019-11-15-39
RAMC,,Exact,JER,0.78183,,CTS-CN-F2F-2019-11-15-39
RAMC,,Exact,Purity,0.59253,,CTS-CN-F2F-2019-11-15-39
RAMC,,Exact,Coverage,0.44699,,CTS-CN-F2F-2019-11-15-39
RAMC,,Exact,DER,0.79172,,CTS-CN-F2F-2019-11-15-82
RAMC,,Exact,JER,0.84378,,CTS-CN-F2F-2019-11-15-82
RAMC,,Exact,Purity,0.84693,,CTS-CN-F2F-2019-11-15-82
RAMC,,Exact,Coverage,0.52346,,CTS-CN-F2F-2019-11-15-82
RAMC,,Exact,DER,0.46558,,CTS-CN-F2F-2019-11-15-17
RAMC,,Exact,JER,0.6353,,CTS-CN-F2F-2019-11-15-17
RAMC,,Exact,Purity,0.68807,,CTS-CN-F2F-2019-11-15-17
RAMC,,Exact,Coverage,0.65304,,CTS-CN-F2F-2019-11-15-17
RAMC,,Exact,DER,0.40966,,CTS-CN-F2F-2019-11-15-56
RAMC,,Exact,JER,0.59604,,CTS-CN-F2F-2019-11-15-56
RAMC,,Exact,Purity,0.81302,,CTS-CN-F2F-2019-11-15-56
RAMC,,Exact,Coverage,0.66305,,CTS-CN-F2F-2019-11-15-56
RAMC,,Exact,DER,0.62771,,CTS-CN-F2F-2019-11-15-128
RAMC,,Exact,JER,0.72036,,CTS-CN-F2F-2019-11-15-128
RAMC,,Exact,Purity,0.74757,,CTS-CN-F2F-2019-11-15-128
RAMC,,Exact,Coverage,0.52293,,CTS-CN-F2F-2019-11-15-128
RAMC,,Exact,DER,0.3899,,CTS-CN-F2F-2019-11-15-8
RAMC,,Exact,JER,0.5441,,CTS-CN-F2F-2019-11-15-8
RAMC,,Exact,Purity,0.89385,,CTS-CN-F2F-2019-11-15-8
RAMC,,Exact,Coverage,0.68318,,CTS-CN-F2F-2019-11-15-8
RAMC,,Exact,DER,0.51427,,CTS-CN-F2F-2019-11-15-52
RAMC,,Exact,JER,0.68433,,CTS-CN-F2F-2019-11-15-52
RAMC,,Exact,Purity,0.71036,,CTS-CN-F2F-2019-11-15-52
RAMC,,Exact,Coverage,0.63199,,CTS-CN-F2F-2019-11-15-52
RAMC,,Exact,DER,0.71341,,CTS-CN-F2F-2019-11-15-151
RAMC,,Exact,JER,0.80447,,CTS-CN-F2F-2019-11-15-151
RAMC,,Exact,Purity,0.54211,,CTS-CN-F2F-2019-11-15-151
RAMC,,Exact,Coverage,0.39012,,CTS-CN-F2F-2019-11-15-151
RAMC,,Exact,DER,0.57357,,CTS-CN-F2F-2019-11-15-81
RAMC,,Exact,JER,0.65106,,CTS-CN-F2F-2019-11-15-81
RAMC,,Exact,Purity,0.80543,,CTS-CN-F2F-2019-11-15-81
RAMC,,Exact,Coverage,0.597,,CTS-CN-F2F-2019-11-15-81
RAMC,,Exact,DER,0.80184,,CTS-CN-F2F-2019-11-15-9
RAMC,,Exact,JER,0.81794,,CTS-CN-F2F-2019-11-15-9
RAMC,,Exact,Purity,0.57449,,CTS-CN-F2F-2019-11-15-9
RAMC,,Exact,Coverage,0.61991,,CTS-CN-F2F-2019-11-15-9
RAMC,,Exact,DER,0.34307,,CTS-CN-F2F-2019-11-15-75
RAMC,,Exact,JER,0.53062,,CTS-CN-F2F-2019-11-15-75
RAMC,,Exact,Purity,0.85558,,CTS-CN-F2F-2019-11-15-75
RAMC,,Exact,Coverage,0.77752,,CTS-CN-F2F-2019-11-15-75
RAMC,,Exact,DER,0.54698,,CTS-CN-F2F-2019-11-15-27
RAMC,,Exact,JER,0.7067,,CTS-CN-F2F-2019-11-15-27
RAMC,,Exact,Purity,0.8165,,CTS-CN-F2F-2019-11-15-27
RAMC,,Exact,Coverage,0.56413,,CTS-CN-F2F-2019-11-15-27
RAMC,,Exact,DER,0.7562,,CTS-CN-F2F-2019-11-11-390
RAMC,,Exact,JER,0.77749,,CTS-CN-F2F-2019-11-11-390
RAMC,,Exact,Purity,0.5935,,CTS-CN-F2F-2019-11-11-390
RAMC,,Exact,Coverage,0.4706,,CTS-CN-F2F-2019-11-11-390
RAMC,,Exact,DER,0.68638,,CTS-CN-F2F-2019-11-15-26
RAMC,,Exact,JER,0.73315,,CTS-CN-F2F-2019-11-15-26
RAMC,,Exact,Purity,0.74127,,CTS-CN-F2F-2019-11-15-26
RAMC,,Exact,Coverage,0.58754,,CTS-CN-F2F-2019-11-15-26
RAMC,,Exact,DER,0.51108,,CTS-CN-F2F-2019-11-15-68
RAMC,,Exact,JER,0.68751,,CTS-CN-F2F-2019-11-15-68
RAMC,,Exact,Purity,0.86872,,CTS-CN-F2F-2019-11-15-68
RAMC,,Exact,Coverage,0.61341,,CTS-CN-F2F-2019-11-15-68
RAMC,,Exact,DER,0.5664,,CTS-CN-F2F-2019-11-11-198
RAMC,,Exact,JER,0.63936,,CTS-CN-F2F-2019-11-11-198
RAMC,,Exact,Purity,0.81688,,CTS-CN-F2F-2019-11-11-198
RAMC,,Exact,Coverage,0.6473,,CTS-CN-F2F-2019-11-11-198
RAMC,,Exact,DER,0.44843,,CTS-CN-F2F-2019-11-15-53
RAMC,,Exact,JER,0.60565,,CTS-CN-F2F-2019-11-15-53
RAMC,,Exact,Purity,0.80868,,CTS-CN-F2F-2019-11-15-53
RAMC,,Exact,Coverage,0.64806,,CTS-CN-F2F-2019-11-15-53
RAMC,,Exact,DER,0.58753,,CTS-CN-F2F-2019-11-15-37
RAMC,,Exact,JER,0.56069,,CTS-CN-F2F-2019-11-15-37
RAMC,,Exact,Purity,0.88841,,CTS-CN-F2F-2019-11-15-37
RAMC,,Exact,Coverage,0.8188,,CTS-CN-F2F-2019-11-15-37
RAMC,,Exact,DER,0.48159,,CTS-CN-F2F-2019-11-11-716
RAMC,,Exact,JER,0.5618,,CTS-CN-F2F-2019-11-11-716
RAMC,,Exact,Purity,0.84838,,CTS-CN-F2F-2019-11-11-716
RAMC,,Exact,Coverage,0.78014,,CTS-CN-F2F-2019-11-11-716
RAMC,,Exact,DER,0.73738,,CTS-CN-F2F-2019-11-15-94
RAMC,,Exact,JER,0.78809,,CTS-CN-F2F-2019-11-15-94
RAMC,,Exact,Purity,0.56106,,CTS-CN-F2F-2019-11-15-94
RAMC,,Exact,Coverage,0.57148,,CTS-CN-F2F-2019-11-15-94
RAMC,,Exact,DER,0.45268,,CTS-CN-F2F-2019-11-11-193
RAMC,,Exact,JER,0.57183,,CTS-CN-F2F-2019-11-11-193
RAMC,,Exact,Purity,0.87246,,CTS-CN-F2F-2019-11-11-193
RAMC,,Exact,Coverage,0.78991,,CTS-CN-F2F-2019-11-11-193
RAMC,,Exact,DER,0.72182,,CTS-CN-F2F-2019-11-15-88
RAMC,,Exact,JER,0.79318,,CTS-CN-F2F-2019-11-15-88
RAMC,,Exact,Purity,0.63623,,CTS-CN-F2F-2019-11-15-88
RAMC,,Exact,Coverage,0.5066,,CTS-CN-F2F-2019-11-15-88
RAMC,,Exact,DER,0.62032,,CTS-CN-F2F-2019-11-11-431
RAMC,,Exact,JER,0.73757,,CTS-CN-F2F-2019-11-11-431
RAMC,,Exact,Purity,0.73337,,CTS-CN-F2F-2019-11-11-431
RAMC,,Exact,Coverage,0.51988,,CTS-CN-F2F-2019-11-11-431
RAMC,,Exact,DER,0.34637,,CTS-CN-F2F-2019-11-15-153
RAMC,,Exact,JER,0.58663,,CTS-CN-F2F-2019-11-15-153
RAMC,,Exact,Purity,0.86424,,CTS-CN-F2F-2019-11-15-153
RAMC,,Exact,Coverage,0.73429,,CTS-CN-F2F-2019-11-15-153
Earnings-21,,Baseline,DER,0.73062,,4367318
Earnings-21,,Baseline,JER,0.71961,,4367318
Earnings-21,,Baseline,Purity,0.76628,,4367318
Earnings-21,,Baseline,Coverage,0.5326,,4367318
Earnings-21,,Baseline,DER,0.93253,,4346923
Earnings-21,,Baseline,JER,0.93759,,4346923
Earnings-21,,Baseline,Purity,0.48327,,4346923
Earnings-21,,Baseline,Coverage,0.41127,,4346923
Earnings-21,,Baseline,DER,0.80729,,4320211
Earnings-21,,Baseline,JER,0.84726,,4320211
Earnings-21,,Baseline,Purity,0.63623,,4320211
Earnings-21,,Baseline,Coverage,0.46541,,4320211
Earnings-21,,Baseline,DER,0.8336,,4359971
Earnings-21,,Baseline,JER,0.858,,4359971
Earnings-21,,Baseline,Purity,0.73325,,4359971
Earnings-21,,Baseline,Coverage,0.42819,,4359971
Earnings-21,,Baseline,DER,0.94245,,4387383
Earnings-21,,Baseline,JER,0.77809,,4387383
Earnings-21,,Baseline,Purity,0.64833,,4387383
Earnings-21,,Baseline,Coverage,0.62417,,4387383
Earnings-21,,Baseline,DER,0.70523,,4384683
Earnings-21,,Baseline,JER,0.75275,,4384683
Earnings-21,,Baseline,Purity,0.50822,,4384683
Earnings-21,,Baseline,Coverage,0.65846,,4384683
Earnings-21,,Baseline,DER,0.72746,,4365024
Earnings-21,,Baseline,JER,0.91172,,4365024
Earnings-21,,Baseline,Purity,0.82672,,4365024
Earnings-21,,Baseline,Coverage,0.48547,,4365024
Earnings-21,,Baseline,DER,0.92753,,4383161
Earnings-21,,Baseline,JER,0.90459,,4383161
Earnings-21,,Baseline,Purity,0.82938,,4383161
Earnings-21,,Baseline,Coverage,0.31674,,4383161
Earnings-21,,Baseline,DER,0.85158,,4384198
Earnings-21,,Baseline,JER,0.84026,,4384198
Earnings-21,,Baseline,Purity,0.49056,,4384198
Earnings-21,,Baseline,Coverage,0.49848,,4384198
Earnings-21,,Baseline,DER,0.79765,,4375653
Earnings-21,,Baseline,JER,0.88799,,4375653
Earnings-21,,Baseline,Purity,0.68632,,4375653
Earnings-21,,Baseline,Coverage,0.42193,,4375653
Earnings-21,,Baseline,DER,0.82914,,4359732
Earnings-21,,Baseline,JER,0.92785,,4359732
Earnings-21,,Baseline,Purity,0.62139,,4359732
Earnings-21,,Baseline,Coverage,0.39267,,4359732
Earnings-21,,Baseline,DER,0.81399,,4360717
Earnings-21,,Baseline,JER,0.89615,,4360717
Earnings-21,,Baseline,Purity,0.6397,,4360717
Earnings-21,,Baseline,Coverage,0.41593,,4360717
Earnings-21,,Baseline,DER,0.95608,,4346818
Earnings-21,,Baseline,JER,0.9549,,4346818
Earnings-21,,Baseline,Purity,0.68603,,4346818
Earnings-21,,Baseline,Coverage,0.34052,,4346818
Earnings-21,,Baseline,DER,0.91731,,4368670
Earnings-21,,Baseline,JER,0.9349,,4368670
Earnings-21,,Baseline,Purity,0.78196,,4368670
Earnings-21,,Baseline,Coverage,0.33464,,4368670
Earnings-21,,Baseline,DER,0.70811,,4365948
Earnings-21,,Baseline,JER,0.65182,,4365948
Earnings-21,,Baseline,Purity,0.64012,,4365948
Earnings-21,,Baseline,Coverage,0.4589,,4365948
Earnings-21,,Baseline,DER,0.83765,,4366522
Earnings-21,,Baseline,JER,0.60821,,4366522
Earnings-21,,Baseline,Purity,0.87405,,4366522
Earnings-21,,Baseline,Coverage,0.38539,,4366522
Earnings-21,,Baseline,DER,0.95403,,4341191
Earnings-21,,Baseline,JER,0.94002,,4341191
Earnings-21,,Baseline,Purity,0.79151,,4341191
Earnings-21,,Baseline,Coverage,0.36526,,4341191
Earnings-21,,Baseline,DER,0.92496,,4366429
Earnings-21,,Baseline,JER,0.9222,,4366429
Earnings-21,,Baseline,Purity,0.59156,,4366429
Earnings-21,,Baseline,Coverage,0.34553,,4366429
Earnings-21,,Baseline,DER,0.78307,,4387332
Earnings-21,,Baseline,JER,0.65069,,4387332
Earnings-21,,Baseline,Purity,0.66802,,4387332
Earnings-21,,Baseline,Coverage,0.40745,,4387332
Earnings-21,,Baseline,DER,0.69314,,4397800
Earnings-21,,Baseline,JER,0.83643,,4397800
Earnings-21,,Baseline,Purity,0.69134,,4397800
Earnings-21,,Baseline,Coverage,0.41875,,4397800
Earnings-21,,Baseline,DER,0.77604,,4386541
Earnings-21,,Baseline,JER,0.6007,,4386541
Earnings-21,,Baseline,Purity,0.80985,,4386541
Earnings-21,,Baseline,Coverage,0.47127,,4386541
Earnings-21,,Baseline,DER,0.77478,,4387865
Earnings-21,,Baseline,JER,0.61051,,4387865
Earnings-21,,Baseline,Purity,0.85042,,4387865
Earnings-21,,Baseline,Coverage,0.40733,,4387865
Earnings-21,,Baseline,DER,0.70782,,4366302
Earnings-21,,Baseline,JER,0.88173,,4366302
Earnings-21,,Baseline,Purity,0.59975,,4366302
Earnings-21,,Baseline,Coverage,0.59485,,4366302
Earnings-21,,Baseline,DER,0.78496,,4394084
