Dataset,Set,Approach,Metric,Value,Method,File
AliMeeting,Near,Baseline,DER,3.58251,,R8002_M8003_N_SPK8012
AliMeeting,Near,Baseline,JER,0.73949,,R8002_M8003_N_SPK8012
AliMeeting,Near,Baseline,Purity,1.0,,R8002_M8003_N_SPK8012
AliMeeting,Near,Baseline,Coverage,0.2706,,R8002_M8003_N_SPK8012
AliMeeting,Near,Baseline,DER,5.01966,,R8008_M8015_N_SPK8058
AliMeeting,Near,Baseline,JER,0.70494,,R8008_M8015_N_SPK8058
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8015_N_SPK8058
AliMeeting,Near,Baseline,Coverage,0.30467,,R8008_M8015_N_SPK8058
AliMeeting,Near,Baseline,DER,2.715,,R8006_M8012_N_SPK8071
AliMeeting,Near,Baseline,JER,0.72244,,R8006_M8012_N_SPK8071
AliMeeting,Near,Baseline,Purity,1.0,,R8006_M8012_N_SPK8071
AliMeeting,Near,Baseline,Coverage,0.28163,,R8006_M8012_N_SPK8071
AliMeeting,Near,Baseline,DER,2.20536,,R8008_M8017_N_SPK8063
AliMeeting,Near,Baseline,JER,0.66801,,R8008_M8017_N_SPK8063
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8017_N_SPK8063
AliMeeting,Near,Baseline,Coverage,0.33551,,R8008_M8017_N_SPK8063
AliMeeting,Near,Baseline,DER,1.34438,,R8009_M8022_N_SPK8029
AliMeeting,Near,Baseline,JER,0.77162,,R8009_M8022_N_SPK8029
AliMeeting,Near,Baseline,Purity,1.0,,R8009_M8022_N_SPK8029
AliMeeting,Near,Baseline,Coverage,0.22874,,R8009_M8022_N_SPK8029
AliMeeting,Near,Baseline,DER,2.00653,,R8008_M8016_N_SPK8060
AliMeeting,Near,Baseline,JER,0.75988,,R8008_M8016_N_SPK8060
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8016_N_SPK8060
AliMeeting,Near,Baseline,Coverage,0.24209,,R8008_M8016_N_SPK8060
AliMeeting,Near,Baseline,DER,2.14921,,R8005_M8008_N_SPK8040
AliMeeting,Near,Baseline,JER,0.7252,,R8005_M8008_N_SPK8040
AliMeeting,Near,Baseline,Purity,1.0,,R8005_M8008_N_SPK8040
AliMeeting,Near,Baseline,Coverage,0.2947,,R8005_M8008_N_SPK8040
AliMeeting,Near,Baseline,DER,2.28225,,R8009_M8022_N_SPK8030
AliMeeting,Near,Baseline,JER,0.61777,,R8009_M8022_N_SPK8030
AliMeeting,Near,Baseline,Purity,1.0,,R8009_M8022_N_SPK8030
AliMeeting,Near,Baseline,Coverage,0.40248,,R8009_M8022_N_SPK8030
AliMeeting,Near,Baseline,DER,3.3219,,R8002_M8003_N_SPK8010
AliMeeting,Near,Baseline,JER,0.76771,,R8002_M8003_N_SPK8010
AliMeeting,Near,Baseline,Purity,1.0,,R8002_M8003_N_SPK8010
AliMeeting,Near,Baseline,Coverage,0.23747,,R8002_M8003_N_SPK8010
AliMeeting,Near,Baseline,DER,5.41634,,R8008_M8016_N_SPK8062
AliMeeting,Near,Baseline,JER,0.71061,,R8008_M8016_N_SPK8062
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8016_N_SPK8062
AliMeeting,Near,Baseline,Coverage,0.30786,,R8008_M8016_N_SPK8062
AliMeeting,Near,Baseline,DER,2.11969,,R8009_M8028_N_SPK8085
AliMeeting,Near,Baseline,JER,0.77075,,R8009_M8028_N_SPK8085
AliMeeting,Near,Baseline,Purity,1.0,,R8009_M8028_N_SPK8085
AliMeeting,Near,Baseline,Coverage,0.23086,,R8009_M8028_N_SPK8085
AliMeeting,Near,Baseline,DER,3.69441,,R8006_M8012_N_SPK8070
AliMeeting,Near,Baseline,JER,0.66849,,R8006_M8012_N_SPK8070
AliMeeting,Near,Baseline,Purity,1.0,,R8006_M8012_N_SPK8070
AliMeeting,Near,Baseline,Coverage,0.33843,,R8006_M8012_N_SPK8070
AliMeeting,Near,Baseline,DER,3.42383,,R8005_M8008_N_SPK8039
AliMeeting,Near,Baseline,JER,0.67963,,R8005_M8008_N_SPK8039
AliMeeting,Near,Baseline,Purity,1.0,,R8005_M8008_N_SPK8039
AliMeeting,Near,Baseline,Coverage,0.32153,,R8005_M8008_N_SPK8039
AliMeeting,Near,Baseline,DER,2.12389,,R8005_M8007_N_SPK8035
AliMeeting,Near,Baseline,JER,0.71153,,R8005_M8007_N_SPK8035
AliMeeting,Near,Baseline,Purity,1.0,,R8005_M8007_N_SPK8035
AliMeeting,Near,Baseline,Coverage,0.29096,,R8005_M8007_N_SPK8035
AliMeeting,Near,Baseline,DER,2.9952,,R8008_M8017_N_SPK8065
AliMeeting,Near,Baseline,JER,0.73798,,R8008_M8017_N_SPK8065
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8017_N_SPK8065
AliMeeting,Near,Baseline,Coverage,0.26353,,R8008_M8017_N_SPK8065
AliMeeting,Near,Baseline,DER,4.5698,,R8008_M8017_N_SPK8064
AliMeeting,Near,Baseline,JER,0.51127,,R8008_M8017_N_SPK8064
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8017_N_SPK8064
AliMeeting,Near,Baseline,Coverage,0.50875,,R8008_M8017_N_SPK8064
AliMeeting,Near,Baseline,DER,2.93068,,R8009_M8025_N_SPK8079
AliMeeting,Near,Baseline,JER,0.63966,,R8009_M8025_N_SPK8079
AliMeeting,Near,Baseline,Purity,1.0,,R8009_M8025_N_SPK8079
AliMeeting,Near,Baseline,Coverage,0.3664,,R8009_M8025_N_SPK8079
AliMeeting,Near,Baseline,DER,2.1439,,R8009_M8026_N_SPK8081
AliMeeting,Near,Baseline,JER,0.78978,,R8009_M8026_N_SPK8081
AliMeeting,Near,Baseline,Purity,1.0,,R8009_M8026_N_SPK8081
AliMeeting,Near,Baseline,Coverage,0.2109,,R8009_M8026_N_SPK8081
AliMeeting,Near,Baseline,DER,2.98533,,R8008_M8015_N_SPK8059
AliMeeting,Near,Baseline,JER,0.66381,,R8008_M8015_N_SPK8059
AliMeeting,Near,Baseline,Purity,1.0,,R8008_M8015_N_SPK8059
AliMeeting,Near,Baseline,Coverage,0.34098,,R8008_M8015_N_SPK8059
AliMeeting,Near,Baseline,DER,2.48702,,R8005_M8007_N_SPK8036
AliMeeting,Near,Baseline,JER,0.71835,,R8005_M8007_N_SPK8036
AliMeeting,Near,Baseline,Purity,1.0,,R8005_M8007_N_SPK8036
AliMeeting,Near,Baseline,Coverage,0.28578,,R8005_M8007_N_SPK8036
AliMeeting,Near,Baseline,DER,1.59572,,R8002_M8003_N_SPK8011
AliMeeting,Near,Baseline,JER,0.79854,,R8002_M8003_N_SPK8011
AliMeeting,Near,Baseline,Purity,1.0,,R8002_M8003_N_SPK8011
AliMeeting,Near,Baseline,Coverage,0.20391,,R8002_M8003_N_SPK8011
AliMeeting,Near,,DER,1.88911,,R8004_M8006_N_SPK8031
AliMeeting,Near,,JER,0.80953,,R8004_M8006_N_SPK8031
AliMeeting,Near,,Purity,1.0,,R8004_M8006_N_SPK8031
AliMeeting,Near,,Coverage,0.19491,,R8004_M8006_N_SPK8031
AliMeeting,Near,,DER,2.27558,,R8008_M8016_N_SPK8061
AliMeeting,Near,,JER,0.73175,,R8008_M8016_N_SPK8061
AliMeeting,Near,,Purity,1.0,,R8008_M8016_N_SPK8061
AliMeeting,Near,,Coverage,0.2735,,R8008_M8016_N_SPK8061
AliMeeting,Near,,DER,3.2786,,R8009_M8023_N_SPK8075
AliMeeting,Near,,JER,0.74889,,R8009_M8023_N_SPK8075
AliMeeting,Near,,Purity,1.0,,R8009_M8023_N_SPK8075
AliMeeting,Near,,Coverage,0.25627,,R8009_M8023_N_SPK8075
AliMeeting,Near,,DER,4.82048,,R8005_M8008_N_SPK8042
AliMeeting,Near,,JER,0.72146,,R8005_M8008_N_SPK8042
AliMeeting,Near,,Purity,1.0,,R8005_M8008_N_SPK8042
AliMeeting,Near,,Coverage,0.29704,,R8005_M8008_N_SPK8042
AliMeeting,Near,,DER,5.47462,,R8004_M8005_N_SPK8019
AliMeeting,Near,,JER,0.65665,,R8004_M8005_N_SPK8019
AliMeeting,Near,,Purity,1.0,,R8004_M8005_N_SPK8019
AliMeeting,Near,,Coverage,0.35393,,R8004_M8005_N_SPK8019
AliMeeting,Near,,DER,2.91034,,R8006_M8012_N_SPK8073
AliMeeting,Near,,JER,0.66536,,R8006_M8012_N_SPK8073
AliMeeting,Near,,Purity,1.0,,R8006_M8012_N_SPK8073
AliMeeting,Near,,Coverage,0.35126,,R8006_M8012_N_SPK8073
AliMeeting,Near,,DER,1.68471,,R8008_M8014_N_SPK8051
AliMeeting,Near,,JER,0.75694,,R8008_M8014_N_SPK8051
AliMeeting,Near,,Purity,1.0,,R8008_M8014_N_SPK8051
AliMeeting,Near,,Coverage,0.24625,,R8008_M8014_N_SPK8051
AliMeeting,Near,,DER,1.24953,,R8004_M8006_N_SPK8033
AliMeeting,Near,,JER,0.8198,,R8004_M8006_N_SPK8033
AliMeeting,Near,,Purity,1.0,,R8004_M8006_N_SPK8033
AliMeeting,Near,,Coverage,0.18154,,R8004_M8006_N_SPK8033
AliMeeting,Near,,DER,1.74793,,R8004_M8005_N_SPK8017
AliMeeting,Near,,JER,0.77198,,R8004_M8005_N_SPK8017
AliMeeting,Near,,Purity,1.0,,R8004_M8005_N_SPK8017
AliMeeting,Near,,Coverage,0.23281,,R8004_M8005_N_SPK8017
AliMeeting,Near,,DER,4.49921,,R8004_M8006_N_SPK8034
AliMeeting,Near,,JER,0.72449,,R8004_M8006_N_SPK8034
AliMeeting,Near,,Purity,1.0,,R8004_M8006_N_SPK8034
AliMeeting,Near,,Coverage,0.28942,,R8004_M8006_N_SPK8034
AliMeeting,Near,,DER,1.79396,,R8009_M8027_N_SPK8083
AliMeeting,Near,,JER,0.75898,,R8009_M8027_N_SPK8083
AliMeeting,Near,,Purity,1.0,,R8009_M8027_N_SPK8083
AliMeeting,Near,,Coverage,0.24376,,R8009_M8027_N_SPK8083
AliMeeting,Near,,DER,2.1192,,R8009_M8021_N_SPK8027
AliMeeting,Near,,JER,0.79356,,R8009_M8021_N_SPK8027
AliMeeting,Near,,Purity,1.0,,R8009_M8021_N_SPK8027
AliMeeting,Near,,Coverage,0.20693,,R8009_M8021_N_SPK8027
AliMeeting,Near,,DER,4.71942,,R8008_M8014_N_SPK8052
AliMeeting,Near,,JER,0.69691,,R8008_M8014_N_SPK8052
AliMeeting,Near,,Purity,1.0,,R8008_M8014_N_SPK8052
AliMeeting,Near,,Coverage,0.3064,,R8008_M8014_N_SPK8052
AliMeeting,Near,,DER,2.69165,,R8008_M8014_N_SPK8053
AliMeeting,Near,,JER,0.69357,,R8008_M8014_N_SPK8053
AliMeeting,Near,,Purity,1.0,,R8008_M8014_N_SPK8053
AliMeeting,Near,,Coverage,0.30894,,R8008_M8014_N_SPK8053
AliMeeting,Near,,DER,2.15944,,R8006_M8012_N_SPK8072
AliMeeting,Near,,JER,0.72133,,R8006_M8012_N_SPK8072
AliMeeting,Near,,Purity,1.0,,R8006_M8012_N_SPK8072
AliMeeting,Near,,Coverage,0.28136,,R8006_M8012_N_SPK8072
AliMeeting,Near,,DER,2.14286,,R8005_M8009_N_SPK8045
AliMeeting,Near,,JER,0.75386,,R8005_M8009_N_SPK8045
AliMeeting,Near,,Purity,1.0,,R8005_M8009_N_SPK8045
AliMeeting,Near,,Coverage,0.25422,,R8005_M8009_N_SPK8045
AliMeeting,Near,,DER,1.48513,,R8005_M8009_N_SPK8046
AliMeeting,Near,,JER,0.79289,,R8005_M8009_N_SPK8046
AliMeeting,Near,,Purity,1.0,,R8005_M8009_N_SPK8046
AliMeeting,Near,,Coverage,0.2147,,R8005_M8009_N_SPK8046
AliMeeting,Near,,DER,2.26129,,R8009_M8027_N_SPK8082
AliMeeting,Near,,JER,0.68485,,R8009_M8027_N_SPK8082
AliMeeting,Near,,Purity,1.0,,R8009_M8027_N_SPK8082
AliMeeting,Near,,Coverage,0.31626,,R8009_M8027_N_SPK8082
AliMeeting,Near,,DER,1.793,,R8009_M8024_N_SPK8077
AliMeeting,Near,,JER,0.698,,R8009_M8024_N_SPK8077
AliMeeting,Near,,Purity,1.0,,R8009_M8024_N_SPK8077
AliMeeting,Near,,Coverage,0.30648,,R8009_M8024_N_SPK8077
AliMeeting,Near,,DER,1.5674,,R8009_M8026_N_SPK8080
AliMeeting,Near,,JER,0.63759,,R8009_M8026_N_SPK8080
AliMeeting,Near,,Purity,1.0,,R8009_M8026_N_SPK8080
AliMeeting,Near,,Coverage,0.36771,,R8009_M8026_N_SPK8080
AliMeeting,Near,,DER,3.39125,,R8004_M8005_N_SPK8018
AliMeeting,Near,,JER,0.73538,,R8004_M8005_N_SPK8018
AliMeeting,Near,,Purity,1.0,,R8004_M8005_N_SPK8018
AliMeeting,Near,,Coverage,0.2703,,R8004_M8005_N_SPK8018
AliMeeting,Near,,DER,1.99176,,R8002_M8002_N_SPK8005
AliMeeting,Near,,JER,0.73206,,R8002_M8002_N_SPK8005
AliMeeting,Near,,Purity,1.0,,R8002_M8002_N_SPK8005
AliMeeting,Near,,Coverage,0.27165,,R8002_M8002_N_SPK8005
AliMeeting,Near,,DER,2.71491,,R8004_M8005_N_SPK8020
AliMeeting,Near,,JER,0.77363,,R8004_M8005_N_SPK8020
AliMeeting,Near,,Purity,1.0,,R8004_M8005_N_SPK8020
AliMeeting,Near,,Coverage,0.2281,,R8004_M8005_N_SPK8020
AliMeeting,Near,,DER,1.81081,,R8005_M8009_N_SPK8043
AliMeeting,Near,,JER,0.78982,,R8005_M8009_N_SPK8043
AliMeeting,Near,,Purity,1.0,,R8005_M8009_N_SPK8043
AliMeeting,Near,,Coverage,0.21343,,R8005_M8009_N_SPK8043
AliMeeting,Near,,DER,3.09536,,R8002_M8002_N_SPK8008
AliMeeting,Near,,JER,0.75783,,R8002_M8002_N_SPK8008
AliMeeting,Near,,Purity,1.0,,R8002_M8002_N_SPK8008
AliMeeting,Near,,Coverage,0.26037,,R8002_M8002_N_SPK8008
AliMeeting,Near,,DER,1.96439,,R8005_M8007_N_SPK8037
AliMeeting,Near,,JER,0.69093,,R8005_M8007_N_SPK8037
AliMeeting,Near,,Purity,1.0,,R8005_M8007_N_SPK8037
AliMeeting,Near,,Coverage,0.31769,,R8005_M8007_N_SPK8037
AliMeeting,Near,,DER,2.26294,,R8005_M8009_N_SPK8044
AliMeeting,Near,,JER,0.63991,,R8005_M8009_N_SPK8044
AliMeeting,Near,,Purity,1.0,,R8005_M8009_N_SPK8044
AliMeeting,Near,,Coverage,0.38775,,R8005_M8009_N_SPK8044
AliMeeting,Near,,DER,4.01678,,R8002_M8002_N_SPK8006
AliMeeting,Near,,JER,0.70532,,R8002_M8002_N_SPK8006
AliMeeting,Near,,Purity,1.0,,R8002_M8002_N_SPK8006
AliMeeting,Near,,Coverage,0.29805,,R8002_M8002_N_SPK8006
AliMeeting,Near,,DER,1.40049,,R8009_M8023_N_SPK8074
AliMeeting,Near,,JER,0.81351,,R8009_M8023_N_SPK8074
AliMeeting,Near,,Purity,1.0,,R8009_M8023_N_SPK8074
AliMeeting,Near,,Coverage,0.18898,,R8009_M8023_N_SPK8074
AliMeeting,Near,,DER,5.24352,,R8002_M8003_N_SPK8009
AliMeeting,Near,,JER,0.60057,,R8002_M8003_N_SPK8009
AliMeeting,Near,,Purity,1.0,,R8002_M8003_N_SPK8009
AliMeeting,Near,,Coverage,0.44056,,R8002_M8003_N_SPK8009
AliMeeting,Near,,DER,1.83882,,R8009_M8021_N_SPK8028
AliMeeting,Near,,JER,0.74227,,R8009_M8021_N_SPK8028
AliMeeting,Near,,Purity,1.0,,R8009_M8021_N_SPK8028
AliMeeting,Near,,Coverage,0.263,,R8009_M8021_N_SPK8028
AliMeeting,Near,,DER,1.8475,,R8004_M8006_N_SPK8032
AliMeeting,Near,,JER,0.79317,,R8004_M8006_N_SPK8032
AliMeeting,Near,,Purity,1.0,,R8004_M8006_N_SPK8032
AliMeeting,Near,,Coverage,0.21204,,R8004_M8006_N_SPK8032
AliMeeting,Near,,DER,2.28221,,R8009_M8024_N_SPK8076
AliMeeting,Near,,JER,0.71638,,R8009_M8024_N_SPK8076
AliMeeting,Near,,Purity,1.0,,R8009_M8024_N_SPK8076
AliMeeting,Near,,Coverage,0.28686,,R8009_M8024_N_SPK8076
AliMeeting,Near,,DER,2.31052,,R8005_M8008_N_SPK8041
AliMeeting,Near,,JER,0.65993,,R8005_M8008_N_SPK8041
AliMeeting,Near,,Purity,1.0,,R8005_M8008_N_SPK8041
AliMeeting,Near,,Coverage,0.34402,,R8005_M8008_N_SPK8041
AliMeeting,Near,,DER,1.20116,,R8009_M8025_N_SPK8078
AliMeeting,Near,,JER,0.79557,,R8009_M8025_N_SPK8078
AliMeeting,Near,,Purity,1.0,,R8009_M8025_N_SPK8078
AliMeeting,Near,,Coverage,0.20518,,R8009_M8025_N_SPK8078
AliMeeting,Near,,DER,2.1951,,R8005_M8007_N_SPK8038
AliMeeting,Near,,JER,0.79125,,R8005_M8007_N_SPK8038
AliMeeting,Near,,Purity,1.0,,R8005_M8007_N_SPK8038
AliMeeting,Near,,Coverage,0.21559,,R8005_M8007_N_SPK8038
AliMeeting,Near,,DER,3.87091,,R8002_M8002_N_SPK8007
AliMeeting,Near,,JER,0.75843,,R8002_M8002_N_SPK8007
AliMeeting,Near,,Purity,1.0,,R8002_M8002_N_SPK8007
AliMeeting,Near,,Coverage,0.24588,,R8002_M8002_N_SPK8007
AliMeeting,Near,,DER,1.63993,,R8009_M8028_N_SPK8084
AliMeeting,Near,,JER,0.74938,,R8009_M8028_N_SPK8084
AliMeeting,Near,,Purity,1.0,,R8009_M8028_N_SPK8084
AliMeeting,Near,,Coverage,0.25368,,R8009_M8028_N_SPK8084
AliMeeting,Near,,DER,1.6264,,R8008_M8015_N_SPK8057
AliMeeting,Near,,JER,0.74935,,R8008_M8015_N_SPK8057
AliMeeting,Near,,Purity,1.0,,R8008_M8015_N_SPK8057
AliMeeting,Near,,Coverage,0.25171,,R8008_M8015_N_SPK8057
AliMeeting,Near,,DER,3.58251,,R8002_M8003_N_SPK8012
AliMeeting,Near,,JER,0.73949,,R8002_M8003_N_SPK8012
AliMeeting,Near,,Purity,1.0,,R8002_M8003_N_SPK8012
AliMeeting,Near,,Coverage,0.2706,,R8002_M8003_N_SPK8012
AliMeeting,Near,,DER,5.01966,,R8008_M8015_N_SPK8058
AliMeeting,Near,,JER,0.70494,,R8008_M8015_N_SPK8058
AliMeeting,Near,,Purity,1.0,,R8008_M8015_N_SPK8058
AliMeeting,Near,,Coverage,0.30467,,R8008_M8015_N_SPK8058
AliMeeting,Near,,DER,2.715,,R8006_M8012_N_SPK8071
AliMeeting,Near,,JER,0.72244,,R8006_M8012_N_SPK8071
AliMeeting,Near,,Purity,1.0,,R8006_M8012_N_SPK8071
AliMeeting,Near,,Coverage,0.28163,,R8006_M8012_N_SPK8071
AliMeeting,Near,,DER,2.20536,,R8008_M8017_N_SPK8063
AliMeeting,Near,,JER,0.66801,,R8008_M8017_N_SPK8063
AliMeeting,Near,,Purity,1.0,,R8008_M8017_N_SPK8063
AliMeeting,Near,,Coverage,0.33551,,R8008_M8017_N_SPK8063
AliMeeting,Near,,DER,1.34438,,R8009_M8022_N_SPK8029
AliMeeting,Near,,JER,0.77162,,R8009_M8022_N_SPK8029
AliMeeting,Near,,Purity,1.0,,R8009_M8022_N_SPK8029
AliMeeting,Near,,Coverage,0.22874,,R8009_M8022_N_SPK8029
AliMeeting,Near,,DER,2.00653,,R8008_M8016_N_SPK8060
AliMeeting,Near,,JER,0.75988,,R8008_M8016_N_SPK8060
AliMeeting,Near,,Purity,1.0,,R8008_M8016_N_SPK8060
AliMeeting,Near,,Coverage,0.24209,,R8008_M8016_N_SPK8060
AliMeeting,Near,,DER,2.14921,,R8005_M8008_N_SPK8040
AliMeeting,Near,,JER,0.7252,,R8005_M8008_N_SPK8040
AliMeeting,Near,,Purity,1.0,,R8005_M8008_N_SPK8040
AliMeeting,Near,,Coverage,0.2947,,R8005_M8008_N_SPK8040
AliMeeting,Near,,DER,2.28225,,R8009_M8022_N_SPK8030
AliMeeting,Near,,JER,0.61777,,R8009_M8022_N_SPK8030
AliMeeting,Near,,Purity,1.0,,R8009_M8022_N_SPK8030
AliMeeting,Near,,Coverage,0.40248,,R8009_M8022_N_SPK8030
AliMeeting,Near,,DER,3.3219,,R8002_M8003_N_SPK8010
AliMeeting,Near,,JER,0.76771,,R8002_M8003_N_SPK8010
AliMeeting,Near,,Purity,1.0,,R8002_M8003_N_SPK8010
AliMeeting,Near,,Coverage,0.23747,,R8002_M8003_N_SPK8010
AliMeeting,Near,,DER,5.41634,,R8008_M8016_N_SPK8062
AliMeeting,Near,,JER,0.71061,,R8008_M8016_N_SPK8062
AliMeeting,Near,,Purity,1.0,,R8008_M8016_N_SPK8062
AliMeeting,Near,,Coverage,0.30786,,R8008_M8016_N_SPK8062
AliMeeting,Near,,DER,2.11969,,R8009_M8028_N_SPK8085
AliMeeting,Near,,JER,0.77075,,R8009_M8028_N_SPK8085
AliMeeting,Near,,Purity,1.0,,R8009_M8028_N_SPK8085
AliMeeting,Near,,Coverage,0.23086,,R8009_M8028_N_SPK8085
AliMeeting,Near,,DER,3.69441,,R8006_M8012_N_SPK8070
AliMeeting,Near,,JER,0.66849,,R8006_M8012_N_SPK8070
AliMeeting,Near,,Purity,1.0,,R8006_M8012_N_SPK8070
AliMeeting,Near,,Coverage,0.33843,,R8006_M8012_N_SPK8070
AliMeeting,Near,,DER,3.42383,,R8005_M8008_N_SPK8039
AliMeeting,Near,,JER,0.67963,,R8005_M8008_N_SPK8039
AliMeeting,Near,,Purity,1.0,,R8005_M8008_N_SPK8039
AliMeeting,Near,,Coverage,0.32153,,R8005_M8008_N_SPK8039
AliMeeting,Near,,DER,2.12389,,R8005_M8007_N_SPK8035
AliMeeting,Near,,JER,0.71153,,R8005_M8007_N_SPK8035
AliMeeting,Near,,Purity,1.0,,R8005_M8007_N_SPK8035
AliMeeting,Near,,Coverage,0.29096,,R8005_M8007_N_SPK8035
AliMeeting,Near,,DER,2.9952,,R8008_M8017_N_SPK8065
AliMeeting,Near,,JER,0.73798,,R8008_M8017_N_SPK8065
AliMeeting,Near,,Purity,1.0,,R8008_M8017_N_SPK8065
AliMeeting,Near,,Coverage,0.26353,,R8008_M8017_N_SPK8065
AliMeeting,Near,,DER,4.5698,,R8008_M8017_N_SPK8064
AliMeeting,Near,,JER,0.51127,,R8008_M8017_N_SPK8064
AliMeeting,Near,,Purity,1.0,,R8008_M8017_N_SPK8064
AliMeeting,Near,,Coverage,0.50875,,R8008_M8017_N_SPK8064
AliMeeting,Near,,DER,2.93068,,R8009_M8025_N_SPK8079
AliMeeting,Near,,JER,0.63966,,R8009_M8025_N_SPK8079
AliMeeting,Near,,Purity,1.0,,R8009_M8025_N_SPK8079
AliMeeting,Near,,Coverage,0.3664,,R8009_M8025_N_SPK8079
AliMeeting,Near,,DER,2.1439,,R8009_M8026_N_SPK8081
AliMeeting,Near,,JER,0.78978,,R8009_M8026_N_SPK8081
AliMeeting,Near,,Purity,1.0,,R8009_M8026_N_SPK8081
AliMeeting,Near,,Coverage,0.2109,,R8009_M8026_N_SPK8081
AliMeeting,Near,,DER,2.98533,,R8008_M8015_N_SPK8059
AliMeeting,Near,,JER,0.66381,,R8008_M8015_N_SPK8059
AliMeeting,Near,,Purity,1.0,,R8008_M8015_N_SPK8059
AliMeeting,Near,,Coverage,0.34098,,R8008_M8015_N_SPK8059
AliMeeting,Near,,DER,2.48702,,R8005_M8007_N_SPK8036
AliMeeting,Near,,JER,0.71835,,R8005_M8007_N_SPK8036
AliMeeting,Near,,Purity,1.0,,R8005_M8007_N_SPK8036
AliMeeting,Near,,Coverage,0.28578,,R8005_M8007_N_SPK8036
AliMeeting,Near,,DER,1.59572,,R8002_M8003_N_SPK8011
AliMeeting,Near,,JER,0.79854,,R8002_M8003_N_SPK8011
AliMeeting,Near,,Purity,1.0,,R8002_M8003_N_SPK8011
AliMeeting,Near,,Coverage,0.20391,,R8002_M8003_N_SPK8011
MSDWILD,Few,Baseline,DER,0.6462,,00423
MSDWILD,Few,Baseline,JER,0.64431,,00423
MSDWILD,Few,Baseline,Purity,0.80395,,00423
MSDWILD,Few,Baseline,Coverage,0.37292,,00423
MSDWILD,Few,Baseline,DER,1.38329,,02464
MSDWILD,Few,Baseline,JER,0.73502,,02464
MSDWILD,Few,Baseline,Purity,0.67855,,02464
MSDWILD,Few,Baseline,Coverage,0.34281,,02464
MSDWILD,Few,Baseline,DER,1.01501,,01342
MSDWILD,Few,Baseline,JER,0.78165,,01342
MSDWILD,Few,Baseline,Purity,0.53063,,01342
MSDWILD,Few,Baseline,Coverage,0.25506,,01342
MSDWILD,Few,Baseline,DER,0.77264,,00386
MSDWILD,Few,Baseline,JER,0.74607,,00386
MSDWILD,Few,Baseline,Purity,0.9669,,00386
MSDWILD,Few,Baseline,Coverage,0.33357,,00386
MSDWILD,Few,Baseline,DER,0.79849,,02364
MSDWILD,Few,Baseline,JER,0.75835,,02364
MSDWILD,Few,Baseline,Purity,0.73228,,02364
MSDWILD,Few,Baseline,Coverage,0.25401,,02364
MSDWILD,Few,Baseline,DER,0.7393,,02759
MSDWILD,Few,Baseline,JER,0.71178,,02759
MSDWILD,Few,Baseline,Purity,0.83032,,02759
MSDWILD,Few,Baseline,Coverage,0.27771,,02759
MSDWILD,Few,Baseline,DER,0.6826,,00475
MSDWILD,Few,Baseline,JER,0.68095,,00475
MSDWILD,Few,Baseline,Purity,0.85224,,00475
MSDWILD,Few,Baseline,Coverage,0.33093,,00475
MSDWILD,Few,Baseline,DER,0.7478,,00208
MSDWILD,Few,Baseline,JER,0.67776,,00208
MSDWILD,Few,Baseline,Purity,0.80953,,00208
MSDWILD,Few,Baseline,Coverage,0.32619,,00208
MSDWILD,Few,Baseline,DER,0.81579,,02881
MSDWILD,Few,Baseline,JER,0.81423,,02881
MSDWILD,Few,Baseline,Purity,0.55996,,02881
MSDWILD,Few,Baseline,Coverage,0.22776,,02881
MSDWILD,Few,Baseline,DER,0.95753,,00572
MSDWILD,Few,Baseline,JER,0.78991,,00572
MSDWILD,Few,Baseline,Purity,0.7608,,00572
MSDWILD,Few,Baseline,Coverage,0.22612,,00572
MSDWILD,Few,Baseline,DER,1.09752,,02271
MSDWILD,Few,Baseline,JER,0.70906,,02271
MSDWILD,Few,Baseline,Purity,0.80452,,02271
MSDWILD,Few,Baseline,Coverage,0.27329,,02271
MSDWILD,Few,Baseline,DER,0.77655,,01912
MSDWILD,Few,Baseline,JER,0.73346,,01912
MSDWILD,Few,Baseline,Purity,0.77851,,01912
MSDWILD,Few,Baseline,Coverage,0.24463,,01912
MSDWILD,Few,Baseline,DER,0.8494,,00700
MSDWILD,Few,Baseline,JER,0.66294,,00700
MSDWILD,Few,Baseline,Purity,0.88132,,00700
MSDWILD,Few,Baseline,Coverage,0.33813,,00700
MSDWILD,Few,Baseline,DER,0.77582,,00282
MSDWILD,Few,Baseline,JER,0.73602,,00282
MSDWILD,Few,Baseline,Purity,0.76072,,00282
MSDWILD,Few,Baseline,Coverage,0.27016,,00282
MSDWILD,Few,Baseline,DER,0.76942,,00073
MSDWILD,Few,Baseline,JER,0.69154,,00073
MSDWILD,Few,Baseline,Purity,0.86571,,00073
MSDWILD,Few,Baseline,Coverage,0.32854,,00073
MSDWILD,Few,Baseline,DER,0.84848,,00902
MSDWILD,Few,Baseline,JER,0.74002,,00902
MSDWILD,Few,Baseline,Purity,0.69856,,00902
MSDWILD,Few,Baseline,Coverage,0.28032,,00902
MSDWILD,Few,Baseline,DER,0.74046,,02314
