Data Set,Set,Version,Approach,Metric,Value,Method,File
MSDWild Few,Few,3.1,Exact,DER,0.12632,PyAnnote,02866
MSDWild Few,Few,3.1,Exact,JER,0.10194,PyAnnote,02866
MSDWild Few,Few,3.1,Exact,Purity,0.85264,PyAnnote,02866
MSDWild Few,Few,3.1,Exact,Coverage,0.85264,PyAnnote,02866
MSDWild Few,Few,3.1,Exact,DER,0.29453,PyAnnote,00585
MSDWild Few,Few,3.1,Exact,JER,0.36147,PyAnnote,00585
MSDWild Few,Few,3.1,Exact,Purity,0.7183,PyAnnote,00585
MSDWild Few,Few,3.1,Exact,Coverage,0.7183,PyAnnote,00585
MSDWild Few,Few,3.1,Exact,DER,0.08582,PyAnnote,00948
MSDWild Few,Few,3.1,Exact,JER,0.08813,PyAnnote,00948
MSDWild Few,Few,3.1,Exact,Purity,0.96451,PyAnnote,00948
MSDWild Few,Few,3.1,Exact,Coverage,0.96451,PyAnnote,00948
MSDWild Few,Few,3.1,Exact,DER,0.14243,PyAnnote,02227
MSDWild Few,Few,3.1,Exact,JER,0.24076,PyAnnote,02227
MSDWild Few,Few,3.1,Exact,Purity,0.7498,PyAnnote,02227
MSDWild Few,Few,3.1,Exact,Coverage,0.7498,PyAnnote,02227
MSDWild Few,Few,3.1,Exact,DER,0.13983,PyAnnote,00957
MSDWild Few,Few,3.1,Exact,JER,0.23815,PyAnnote,00957
MSDWild Few,Few,3.1,Exact,Purity,0.94463,PyAnnote,00957
MSDWild Few,Few,3.1,Exact,Coverage,0.94463,PyAnnote,00957
MSDWild Few,Few,3.1,Exact,DER,0.37021,PyAnnote,00669
MSDWild Few,Few,3.1,Exact,JER,0.37802,PyAnnote,00669
MSDWild Few,Few,3.1,Exact,Purity,0.75163,PyAnnote,00669
MSDWild Few,Few,3.1,Exact,Coverage,0.75163,PyAnnote,00669
MSDWild Few,Few,3.1,Exact,DER,0.55767,PyAnnote,02110
MSDWild Few,Few,3.1,Exact,JER,0.64034,PyAnnote,02110
MSDWild Few,Few,3.1,Exact,Purity,0.40407,PyAnnote,02110
MSDWild Few,Few,3.1,Exact,Coverage,0.4953,PyAnnote,02110
MSDWild Few,Few,3.1,Exact,DER,0.53937,PyAnnote,00949
MSDWild Few,Few,3.1,Exact,JER,0.6074,PyAnnote,00949
MSDWild Few,Few,3.1,Exact,Purity,0.45246,PyAnnote,00949
MSDWild Few,Few,3.1,Exact,Coverage,0.50497,PyAnnote,00949
MSDWild Few,Few,3.1,Exact,DER,0.43285,PyAnnote,02971
MSDWild Few,Few,3.1,Exact,JER,0.43291,PyAnnote,02971
MSDWild Few,Few,3.1,Exact,Purity,0.72819,PyAnnote,02971
MSDWild Few,Few,3.1,Exact,Coverage,0.72819,PyAnnote,02971
MSDWild Few,Few,3.1,Exact,DER,0.61877,PyAnnote,02972
MSDWild Few,Few,3.1,Exact,JER,0.61893,PyAnnote,02972
MSDWild Few,Few,3.1,Exact,Purity,0.63328,PyAnnote,02972
MSDWild Few,Few,3.1,Exact,Coverage,0.63328,PyAnnote,02972
MSDWild Few,Few,3.1,Exact,DER,0.16985,PyAnnote,01672
MSDWild Few,Few,3.1,Exact,JER,0.14967,PyAnnote,01672
MSDWild Few,Few,3.1,Exact,Purity,0.96753,PyAnnote,01672
MSDWild Few,Few,3.1,Exact,Coverage,0.96753,PyAnnote,01672
MSDWild Few,Few,3.1,Exact,DER,0.1035,PyAnnote,01726
MSDWild Few,Few,3.1,Exact,JER,0.12138,PyAnnote,01726
MSDWild Few,Few,3.1,Exact,Purity,0.80785,PyAnnote,01726
MSDWild Few,Few,3.1,Exact,Coverage,0.80785,PyAnnote,01726
MSDWild Few,Few,3.1,Exact,DER,0.57599,PyAnnote,02650
MSDWild Few,Few,3.1,Exact,JER,0.67908,PyAnnote,02650
MSDWild Few,Few,3.1,Exact,Purity,0.57515,PyAnnote,02650
MSDWild Few,Few,3.1,Exact,Coverage,0.58064,PyAnnote,02650
MSDWild Few,Few,3.1,Exact,DER,0.26172,PyAnnote,02621
MSDWild Few,Few,3.1,Exact,JER,0.37155,PyAnnote,02621
MSDWild Few,Few,3.1,Exact,Purity,0.80351,PyAnnote,02621
MSDWild Few,Few,3.1,Exact,Coverage,0.80351,PyAnnote,02621
MSDWild Few,Few,3.1,Exact,DER,0.02958,PyAnnote,01380
MSDWild Few,Few,3.1,Exact,JER,0.02797,PyAnnote,01380
MSDWild Few,Few,3.1,Exact,Purity,0.84621,PyAnnote,01380
MSDWild Few,Few,3.1,Exact,Coverage,0.84621,PyAnnote,01380
MSDWild Few,Few,3.1,Exact,DER,0.33709,PyAnnote,00428
MSDWild Few,Few,3.1,Exact,JER,0.42867,PyAnnote,00428
MSDWild Few,Few,3.1,Exact,Purity,0.83435,PyAnnote,00428
MSDWild Few,Few,3.1,Exact,Coverage,0.82175,PyAnnote,00428
MSDWild Few,Few,3.1,Exact,DER,0.1036,PyAnnote,02536
MSDWild Few,Few,3.1,Exact,JER,0.10195,PyAnnote,02536
MSDWild Few,Few,3.1,Exact,Purity,0.80192,PyAnnote,02536
MSDWild Few,Few,3.1,Exact,Coverage,0.80192,PyAnnote,02536
MSDWild Few,Few,3.1,Exact,DER,0.26111,PyAnnote,00778
MSDWild Few,Few,3.1,Exact,JER,0.24246,PyAnnote,00778
MSDWild Few,Few,3.1,Exact,Purity,0.91876,PyAnnote,00778
MSDWild Few,Few,3.1,Exact,Coverage,0.91876,PyAnnote,00778
MSDWild Few,Few,3.1,Exact,DER,0.69495,PyAnnote,01087
MSDWild Few,Few,3.1,Exact,JER,0.75518,PyAnnote,01087
MSDWild Few,Few,3.1,Exact,Purity,0.37152,PyAnnote,01087
MSDWild Few,Few,3.1,Exact,Coverage,0.72546,PyAnnote,01087
MSDWild Few,Few,3.1,Exact,DER,0.26135,PyAnnote,00240
MSDWild Few,Few,3.1,Exact,JER,0.33446,PyAnnote,00240
MSDWild Few,Few,3.1,Exact,Purity,0.81154,PyAnnote,00240
MSDWild Few,Few,3.1,Exact,Coverage,0.81154,PyAnnote,00240
MSDWild Few,Few,3.1,Exact,DER,0.33274,PyAnnote,02828
MSDWild Few,Few,3.1,Exact,JER,0.4215,PyAnnote,02828
MSDWild Few,Few,3.1,Exact,Purity,0.60402,PyAnnote,02828
MSDWild Few,Few,3.1,Exact,Coverage,0.72139,PyAnnote,02828
MSDWild Few,Few,3.1,Exact,DER,0.10447,PyAnnote,01136
MSDWild Few,Few,3.1,Exact,JER,0.12994,PyAnnote,01136
MSDWild Few,Few,3.1,Exact,Purity,0.85994,PyAnnote,01136
MSDWild Few,Few,3.1,Exact,Coverage,0.85994,PyAnnote,01136
MSDWild Few,Few,3.1,Exact,DER,0.38524,PyAnnote,02773
MSDWild Few,Few,3.1,Exact,JER,0.52065,PyAnnote,02773
MSDWild Few,Few,3.1,Exact,Purity,0.54281,PyAnnote,02773
MSDWild Few,Few,3.1,Exact,Coverage,0.76726,PyAnnote,02773
MSDWild Few,Few,3.1,Exact,DER,0.11109,PyAnnote,01875
MSDWild Few,Few,3.1,Exact,JER,0.11443,PyAnnote,01875
MSDWild Few,Few,3.1,Exact,Purity,0.78629,PyAnnote,01875
MSDWild Few,Few,3.1,Exact,Coverage,0.78629,PyAnnote,01875
MSDWild Few,Few,3.1,Exact,DER,0.05445,PyAnnote,01725
MSDWild Few,Few,3.1,Exact,JER,0.05101,PyAnnote,01725
MSDWild Few,Few,3.1,Exact,Purity,0.79326,PyAnnote,01725
MSDWild Few,Few,3.1,Exact,Coverage,0.79326,PyAnnote,01725
MSDWild Few,Few,3.1,Exact,DER,0.50857,PyAnnote,02925
MSDWild Few,Few,3.1,Exact,JER,0.71695,PyAnnote,02925
MSDWild Few,Few,3.1,Exact,Purity,0.57443,PyAnnote,02925
MSDWild Few,Few,3.1,Exact,Coverage,0.96482,PyAnnote,02925
MSDWild Few,Few,3.1,Exact,DER,0.38666,PyAnnote,02778
MSDWild Few,Few,3.1,Exact,JER,0.6506,PyAnnote,02778
MSDWild Few,Few,3.1,Exact,Purity,0.71871,PyAnnote,02778
MSDWild Few,Few,3.1,Exact,Coverage,0.76807,PyAnnote,02778
MSDWild Few,Few,3.1,Exact,DER,0.0748,PyAnnote,02035
MSDWild Few,Few,3.1,Exact,JER,0.12329,PyAnnote,02035
MSDWild Few,Few,3.1,Exact,Purity,0.95256,PyAnnote,02035
MSDWild Few,Few,3.1,Exact,Coverage,0.95256,PyAnnote,02035
MSDWild Few,Few,3.1,Exact,DER,0.59158,PyAnnote,02544
MSDWild Few,Few,3.1,Exact,JER,0.65734,PyAnnote,02544
MSDWild Few,Few,3.1,Exact,Purity,0.49192,PyAnnote,02544
MSDWild Few,Few,3.1,Exact,Coverage,0.43376,PyAnnote,02544
MSDWild Few,Few,3.1,Exact,DER,0.14537,PyAnnote,00636
MSDWild Few,Few,3.1,Exact,JER,0.43023,PyAnnote,00636
MSDWild Few,Few,3.1,Exact,Purity,0.86395,PyAnnote,00636
MSDWild Few,Few,3.1,Exact,Coverage,0.86729,PyAnnote,00636
MSDWild Few,Few,3.1,Exact,DER,0.1011,PyAnnote,01441
MSDWild Few,Few,3.1,Exact,JER,0.13973,PyAnnote,01441
MSDWild Few,Few,3.1,Exact,Purity,0.97726,PyAnnote,01441
MSDWild Few,Few,3.1,Exact,Coverage,0.97726,PyAnnote,01441
MSDWild Few,Few,3.1,Exact,DER,0.52342,PyAnnote,00053
MSDWild Few,Few,3.1,Exact,JER,0.72068,PyAnnote,00053
MSDWild Few,Few,3.1,Exact,Purity,0.62373,PyAnnote,00053
MSDWild Few,Few,3.1,Exact,Coverage,0.67455,PyAnnote,00053
MSDWild Few,Few,3.1,Exact,DER,0.40675,PyAnnote,00809
MSDWild Few,Few,3.1,Exact,JER,0.52621,PyAnnote,00809
MSDWild Few,Few,3.1,Exact,Purity,0.52258,PyAnnote,00809
MSDWild Few,Few,3.1,Exact,Coverage,0.51847,PyAnnote,00809
MSDWild Few,Few,3.1,Exact,DER,0.17431,PyAnnote,00628
MSDWild Few,Few,3.1,Exact,JER,0.28407,PyAnnote,00628
MSDWild Few,Few,3.1,Exact,Purity,0.83513,PyAnnote,00628
MSDWild Few,Few,3.1,Exact,Coverage,0.83513,PyAnnote,00628
MSDWild Few,Few,3.1,Exact,DER,0.10894,PyAnnote,03135
MSDWild Few,Few,3.1,Exact,JER,0.12831,PyAnnote,03135
MSDWild Few,Few,3.1,Exact,Purity,0.82409,PyAnnote,03135
MSDWild Few,Few,3.1,Exact,Coverage,0.82409,PyAnnote,03135
MSDWild Few,Few,3.1,Exact,DER,0.29507,PyAnnote,01124
MSDWild Few,Few,3.1,Exact,JER,0.49881,PyAnnote,01124
MSDWild Few,Few,3.1,Exact,Purity,0.7637,PyAnnote,01124
MSDWild Few,Few,3.1,Exact,Coverage,0.72695,PyAnnote,01124
MSDWild Few,Few,3.1,Exact,DER,0.16373,PyAnnote,02942
MSDWild Few,Few,3.1,Exact,JER,0.41053,PyAnnote,02942
MSDWild Few,Few,3.1,Exact,Purity,0.80938,PyAnnote,02942
MSDWild Few,Few,3.1,Exact,Coverage,0.8877,PyAnnote,02942
MSDWild Few,Few,3.1,Exact,DER,0.37112,PyAnnote,02459
MSDWild Few,Few,3.1,Exact,JER,0.44689,PyAnnote,02459
MSDWild Few,Few,3.1,Exact,Purity,0.71628,PyAnnote,02459
MSDWild Few,Few,3.1,Exact,Coverage,0.71628,PyAnnote,02459
MSDWild Few,Few,3.1,Exact,DER,0.43232,PyAnnote,03022
MSDWild Few,Few,3.1,Exact,JER,0.51016,PyAnnote,03022
MSDWild Few,Few,3.1,Exact,Purity,0.52516,PyAnnote,03022
MSDWild Few,Few,3.1,Exact,Coverage,0.52516,PyAnnote,03022
MSDWild Few,Few,3.1,Exact,DER,0.23547,PyAnnote,00169
MSDWild Few,Few,3.1,Exact,JER,0.31449,PyAnnote,00169
MSDWild Few,Few,3.1,Exact,Purity,0.65708,PyAnnote,00169
MSDWild Few,Few,3.1,Exact,Coverage,0.65708,PyAnnote,00169
MSDWild Few,Few,3.1,Exact,DER,0.57547,PyAnnote,02867
MSDWild Few,Few,3.1,Exact,JER,0.7144,PyAnnote,02867
MSDWild Few,Few,3.1,Exact,Purity,0.45635,PyAnnote,02867
MSDWild Few,Few,3.1,Exact,Coverage,0.596,PyAnnote,02867
MSDWild Few,Few,3.1,Exact,DER,0.21671,PyAnnote,02631
MSDWild Few,Few,3.1,Exact,JER,0.37421,PyAnnote,02631
MSDWild Few,Few,3.1,Exact,Purity,0.71269,PyAnnote,02631
MSDWild Few,Few,3.1,Exact,Coverage,0.71269,PyAnnote,02631
MSDWild Few,Few,3.1,Exact,DER,0.08009,PyAnnote,02049
MSDWild Few,Few,3.1,Exact,JER,0.09129,PyAnnote,02049
MSDWild Few,Few,3.1,Exact,Purity,0.81117,PyAnnote,02049
MSDWild Few,Few,3.1,Exact,Coverage,0.81117,PyAnnote,02049
MSDWild Few,Few,3.1,Exact,DER,0.15375,PyAnnote,00925
MSDWild Few,Few,3.1,Exact,JER,0.16168,PyAnnote,00925
MSDWild Few,Few,3.1,Exact,Purity,0.77134,PyAnnote,00925
MSDWild Few,Few,3.1,Exact,Coverage,0.77134,PyAnnote,00925
MSDWild Few,Few,3.1,Exact,DER,0.16851,PyAnnote,02386
MSDWild Few,Few,3.1,Exact,JER,0.16799,PyAnnote,02386
MSDWild Few,Few,3.1,Exact,Purity,0.80236,PyAnnote,02386
MSDWild Few,Few,3.1,Exact,Coverage,0.80236,PyAnnote,02386
MSDWild Few,Few,3.1,Exact,DER,0.24145,PyAnnote,02515
MSDWild Few,Few,3.1,Exact,JER,0.3005,PyAnnote,02515
MSDWild Few,Few,3.1,Exact,Purity,0.77643,PyAnnote,02515
MSDWild Few,Few,3.1,Exact,Coverage,0.77643,PyAnnote,02515
MSDWild Few,Few,3.1,Exact,DER,0.53349,PyAnnote,01543
MSDWild Few,Few,3.1,Exact,JER,0.62851,PyAnnote,01543
MSDWild Few,Few,3.1,Exact,Purity,0.53336,PyAnnote,01543
MSDWild Few,Few,3.1,Exact,Coverage,0.8114,PyAnnote,01543
MSDWild Few,Few,3.1,Exact,DER,0.42815,PyAnnote,02897
MSDWild Few,Few,3.1,Exact,JER,0.59287,PyAnnote,02897
MSDWild Few,Few,3.1,Exact,Purity,0.53028,PyAnnote,02897
MSDWild Few,Few,3.1,Exact,Coverage,0.72456,PyAnnote,02897
MSDWild Few,Few,3.1,Exact,DER,0.11898,PyAnnote,02663
MSDWild Few,Few,3.1,Exact,JER,0.30132,PyAnnote,02663
MSDWild Few,Few,3.1,Exact,Purity,0.82807,PyAnnote,02663
MSDWild Few,Few,3.1,Exact,Coverage,0.86254,PyAnnote,02663
MSDWild Few,Few,3.1,Exact,DER,0.35972,PyAnnote,03078
MSDWild Few,Few,3.1,Exact,JER,0.53745,PyAnnote,03078
MSDWild Few,Few,3.1,Exact,Purity,0.71364,PyAnnote,03078
MSDWild Few,Few,3.1,Exact,Coverage,0.73496,PyAnnote,03078
MSDWild Few,Few,3.1,Exact,DER,0.16554,PyAnnote,02469
MSDWild Few,Few,3.1,Exact,JER,0.20583,PyAnnote,02469
MSDWild Few,Few,3.1,Exact,Purity,0.88592,PyAnnote,02469
MSDWild Few,Few,3.1,Exact,Coverage,0.88592,PyAnnote,02469
MSDWild Few,Few,3.1,Exact,DER,0.29553,PyAnnote,02692
MSDWild Few,Few,3.1,Exact,JER,0.48035,PyAnnote,02692
MSDWild Few,Few,3.1,Exact,Purity,0.75999,PyAnnote,02692
MSDWild Few,Few,3.1,Exact,Coverage,0.89319,PyAnnote,02692
MSDWild Few,Few,3.1,Exact,DER,0.07691,PyAnnote,01527
MSDWild Few,Few,3.1,Exact,JER,0.09311,PyAnnote,01527
MSDWild Few,Few,3.1,Exact,Purity,0.80829,PyAnnote,01527
MSDWild Few,Few,3.1,Exact,Coverage,0.80829,PyAnnote,01527
MSDWild Few,Few,3.1,Exact,DER,0.28814,PyAnnote,01370
MSDWild Few,Few,3.1,Exact,JER,0.45471,PyAnnote,01370
MSDWild Few,Few,3.1,Exact,Purity,0.63525,PyAnnote,01370
MSDWild Few,Few,3.1,Exact,Coverage,0.7653,PyAnnote,01370
MSDWild Few,Few,3.1,Exact,DER,0.18766,PyAnnote,01152
MSDWild Few,Few,3.1,Exact,JER,0.22969,PyAnnote,01152
MSDWild Few,Few,3.1,Exact,Purity,0.72726,PyAnnote,01152
MSDWild Few,Few,3.1,Exact,Coverage,0.72726,PyAnnote,01152
MSDWild Few,Few,3.1,Exact,DER,0.22633,PyAnnote,02147
MSDWild Few,Few,3.1,Exact,JER,0.53654,PyAnnote,02147
MSDWild Few,Few,3.1,Exact,Purity,0.69461,PyAnnote,02147
MSDWild Few,Few,3.1,Exact,Coverage,0.80989,PyAnnote,02147
MSDWild Few,Few,3.1,Exact,DER,0.31603,PyAnnote,01888
MSDWild Few,Few,3.1,Exact,JER,0.5811,PyAnnote,01888
MSDWild Few,Few,3.1,Exact,Purity,0.93439,PyAnnote,01888
MSDWild Few,Few,3.1,Exact,Coverage,0.73536,PyAnnote,01888
MSDWild Few,Few,3.1,Exact,DER,0.27094,PyAnnote,01967
MSDWild Few,Few,3.1,Exact,JER,0.42244,PyAnnote,01967
MSDWild Few,Few,3.1,Exact,Purity,0.68563,PyAnnote,01967
MSDWild Few,Few,3.1,Exact,Coverage,0.70211,PyAnnote,01967
MSDWild Few,Few,3.1,Exact,DER,0.04757,PyAnnote,00227
MSDWild Few,Few,3.1,Exact,JER,0.0634,PyAnnote,00227
MSDWild Few,Few,3.1,Exact,Purity,1.0,PyAnnote,00227
MSDWild Few,Few,3.1,Exact,Coverage,1.0,PyAnnote,00227
MSDWild Few,Few,3.1,Exact,DER,0.22811,PyAnnote,00353
MSDWild Few,Few,3.1,Exact,JER,0.32455,PyAnnote,00353
MSDWild Few,Few,3.1,Exact,Purity,0.76459,PyAnnote,00353
MSDWild Few,Few,3.1,Exact,Coverage,0.76459,PyAnnote,00353
MSDWild Few,Few,3.1,Exact,DER,0.48667,PyAnnote,01236
MSDWild Few,Few,3.1,Exact,JER,0.59371,PyAnnote,01236
MSDWild Few,Few,3.1,Exact,Purity,0.48187,PyAnnote,01236
MSDWild Few,Few,3.1,Exact,Coverage,0.7144,PyAnnote,01236
MSDWild Few,Few,3.1,Exact,DER,0.05491,PyAnnote,02005
MSDWild Few,Few,3.1,Exact,JER,0.05764,PyAnnote,02005
MSDWild Few,Few,3.1,Exact,Purity,0.8069,PyAnnote,02005
MSDWild Few,Few,3.1,Exact,Coverage,0.8069,PyAnnote,02005
MSDWild Few,Few,3.1,Exact,DER,0.62356,PyAnnote,01157
MSDWild Few,Few,3.1,Exact,JER,0.64009,PyAnnote,01157
MSDWild Few,Few,3.1,Exact,Purity,0.42593,PyAnnote,01157
MSDWild Few,Few,3.1,Exact,Coverage,0.68217,PyAnnote,01157
MSDWild Few,Few,3.1,Exact,DER,0.61274,PyAnnote,00465
MSDWild Few,Few,3.1,Exact,JER,0.62463,PyAnnote,00465
MSDWild Few,Few,3.1,Exact,Purity,0.45306,PyAnnote,00465
MSDWild Few,Few,3.1,Exact,Coverage,0.4227,PyAnnote,00465
MSDWild Few,Few,3.1,Exact,DER,0.38077,PyAnnote,00864
MSDWild Few,Few,3.1,Exact,JER,0.59418,PyAnnote,00864
MSDWild Few,Few,3.1,Exact,Purity,0.52599,PyAnnote,00864
MSDWild Few,Few,3.1,Exact,Coverage,0.58669,PyAnnote,00864
MSDWild Few,Few,3.1,Exact,DER,0.27207,PyAnnote,01137
MSDWild Few,Few,3.1,Exact,JER,0.34012,PyAnnote,01137
MSDWild Few,Few,3.1,Exact,Purity,0.66134,PyAnnote,01137
MSDWild Few,Few,3.1,Exact,Coverage,0.66134,PyAnnote,01137
MSDWild Few,Few,3.1,Exact,DER,0.47087,PyAnnote,02885
MSDWild Few,Few,3.1,Exact,JER,0.5253,PyAnnote,02885
MSDWild Few,Few,3.1,Exact,Purity,0.66439,PyAnnote,02885
MSDWild Few,Few,3.1,Exact,Coverage,0.69095,PyAnnote,02885
MSDWild Few,Few,3.1,Exact,DER,0.20708,PyAnnote,01356
MSDWild Few,Few,3.1,Exact,JER,0.21314,PyAnnote,01356
MSDWild Few,Few,3.1,Exact,Purity,0.82639,PyAnnote,01356
MSDWild Few,Few,3.1,Exact,Coverage,0.82639,PyAnnote,01356
MSDWild Few,Few,3.1,Exact,DER,0.26355,PyAnnote,00799
MSDWild Few,Few,3.1,Exact,JER,0.44947,PyAnnote,00799
MSDWild Few,Few,3.1,Exact,Purity,0.66522,PyAnnote,00799
MSDWild Few,Few,3.1,Exact,Coverage,0.82309,PyAnnote,00799
MSDWild Few,Few,3.1,Exact,DER,0.16096,PyAnnote,02433
MSDWild Few,Few,3.1,Exact,JER,0.17049,PyAnnote,02433
MSDWild Few,Few,3.1,Exact,Purity,0.92124,PyAnnote,02433
MSDWild Few,Few,3.1,Exact,Coverage,0.92124,PyAnnote,02433
MSDWild Few,Few,3.1,Exact,DER,0.06476,PyAnnote,01764
MSDWild Few,Few,3.1,Exact,JER,0.06454,PyAnnote,01764
MSDWild Few,Few,3.1,Exact,Purity,0.90377,PyAnnote,01764
MSDWild Few,Few,3.1,Exact,Coverage,0.90377,PyAnnote,01764
MSDWild Few,Few,3.1,Exact,DER,0.02589,PyAnnote,02432
MSDWild Few,Few,3.1,Exact,JER,0.02384,PyAnnote,02432
MSDWild Few,Few,3.1,Exact,Purity,0.99897,PyAnnote,02432
MSDWild Few,Few,3.1,Exact,Coverage,0.99897,PyAnnote,02432
MSDWild Few,Few,3.1,Exact,DER,0.15079,PyAnnote,02991
MSDWild Few,Few,3.1,Exact,JER,0.21116,PyAnnote,02991
MSDWild Few,Few,3.1,Exact,Purity,0.89397,PyAnnote,02991
MSDWild Few,Few,3.1,Exact,Coverage,0.89397,PyAnnote,02991
MSDWild Few,Few,3.1,Exact,DER,0.39989,PyAnnote,02373
MSDWild Few,Few,3.1,Exact,JER,0.51902,PyAnnote,02373
MSDWild Few,Few,3.1,Exact,Purity,0.64244,PyAnnote,02373
MSDWild Few,Few,3.1,Exact,Coverage,0.61723,PyAnnote,02373
MSDWild Few,Few,3.1,Exact,DER,0.17872,PyAnnote,00682
MSDWild Few,Few,3.1,Exact,JER,0.16981,PyAnnote,00682
MSDWild Few,Few,3.1,Exact,Purity,0.82228,PyAnnote,00682
MSDWild Few,Few,3.1,Exact,Coverage,0.82228,PyAnnote,00682
MSDWild Few,Few,3.1,Exact,DER,0.37195,PyAnnote,01327
MSDWild Few,Few,3.1,Exact,JER,0.56919,PyAnnote,01327
MSDWild Few,Few,3.1,Exact,Purity,0.51466,PyAnnote,01327
MSDWild Few,Few,3.1,Exact,Coverage,0.70547,PyAnnote,01327
MSDWild Few,Few,3.1,Exact,DER,0.09718,PyAnnote,02994
MSDWild Few,Few,3.1,Exact,JER,0.13183,PyAnnote,02994
MSDWild Few,Few,3.1,Exact,Purity,0.84476,PyAnnote,02994
MSDWild Few,Few,3.1,Exact,Coverage,0.84476,PyAnnote,02994
MSDWild Few,Few,3.1,Exact,DER,0.40593,PyAnnote,00535
MSDWild Few,Few,3.1,Exact,JER,0.51802,PyAnnote,00535
MSDWild Few,Few,3.1,Exact,Purity,0.62699,PyAnnote,00535
MSDWild Few,Few,3.1,Exact,Coverage,0.65041,PyAnnote,00535
MSDWild Few,Few,3.1,Exact,DER,0.41075,PyAnnote,01548
MSDWild Few,Few,3.1,Exact,JER,0.57798,PyAnnote,01548
MSDWild Few,Few,3.1,Exact,Purity,0.65194,PyAnnote,01548
MSDWild Few,Few,3.1,Exact,Coverage,0.65669,PyAnnote,01548
MSDWild Few,Few,3.1,Exact,DER,0.54213,PyAnnote,00719
MSDWild Few,Few,3.1,Exact,JER,0.6991,PyAnnote,00719
MSDWild Few,Few,3.1,Exact,Purity,0.45562,PyAnnote,00719
MSDWild Few,Few,3.1,Exact,Coverage,0.76704,PyAnnote,00719
MSDWild Few,Few,3.1,Exact,DER,0.40729,PyAnnote,00277
MSDWild Few,Few,3.1,Exact,JER,0.42179,PyAnnote,00277
MSDWild Few,Few,3.1,Exact,Purity,0.66422,PyAnnote,00277
MSDWild Few,Few,3.1,Exact,Coverage,0.66422,PyAnnote,00277
MSDWild Few,Few,3.1,Exact,DER,0.56514,PyAnnote,00808
MSDWild Few,Few,3.1,Exact,JER,0.68585,PyAnnote,00808
MSDWild Few,Few,3.1,Exact,Purity,0.55204,PyAnnote,00808
MSDWild Few,Few,3.1,Exact,Coverage,0.92657,PyAnnote,00808
MSDWild Few,Few,3.1,Exact,DER,0.69217,PyAnnote,00017
MSDWild Few,Few,3.1,Exact,JER,0.73232,PyAnnote,00017
MSDWild Few,Few,3.1,Exact,Purity,0.68711,PyAnnote,00017
MSDWild Few,Few,3.1,Exact,Coverage,0.43769,PyAnnote,00017
MSDWild Few,Few,3.1,Exact,DER,0.03245,PyAnnote,02680
MSDWild Few,Few,3.1,Exact,JER,0.06031,PyAnnote,02680
MSDWild Few,Few,3.1,Exact,Purity,0.97129,PyAnnote,02680
MSDWild Few,Few,3.1,Exact,Coverage,0.97129,PyAnnote,02680
MSDWild Few,Few,3.1,Exact,DER,0.84611,PyAnnote,01791
MSDWild Few,Few,3.1,Exact,JER,0.76819,PyAnnote,01791
MSDWild Few,Few,3.1,Exact,Purity,0.50951,PyAnnote,01791
MSDWild Few,Few,3.1,Exact,Coverage,0.42636,PyAnnote,01791
MSDWild Few,Few,3.1,Exact,DER,0.4645,PyAnnote,01333
MSDWild Few,Few,3.1,Exact,JER,0.60209,PyAnnote,01333
MSDWild Few,Few,3.1,Exact,Purity,0.62256,PyAnnote,01333
MSDWild Few,Few,3.1,Exact,Coverage,0.56376,PyAnnote,01333
MSDWild Few,Few,3.1,Exact,DER,0.0739,PyAnnote,00852
MSDWild Few,Few,3.1,Exact,JER,0.07493,PyAnnote,00852
MSDWild Few,Few,3.1,Exact,Purity,0.99712,PyAnnote,00852
MSDWild Few,Few,3.1,Exact,Coverage,0.99712,PyAnnote,00852
MSDWild Few,Few,3.1,Exact,DER,0.21497,PyAnnote,02249
MSDWild Few,Few,3.1,Exact,JER,0.22235,PyAnnote,02249
MSDWild Few,Few,3.1,Exact,Purity,0.85594,PyAnnote,02249
MSDWild Few,Few,3.1,Exact,Coverage,0.85594,PyAnnote,02249
MSDWild Few,Few,3.1,Exact,DER,0.13487,PyAnnote,01348
MSDWild Few,Few,3.1,Exact,JER,0.16949,PyAnnote,01348
MSDWild Few,Few,3.1,Exact,Purity,0.82786,PyAnnote,01348
MSDWild Few,Few,3.1,Exact,Coverage,0.82786,PyAnnote,01348
MSDWild Few,Few,3.1,Exact,DER,0.76837,PyAnnote,01914
MSDWild Few,Few,3.1,Exact,JER,0.80723,PyAnnote,01914
MSDWild Few,Few,3.1,Exact,Purity,0.69464,PyAnnote,01914
MSDWild Few,Few,3.1,Exact,Coverage,0.48493,PyAnnote,01914
MSDWild Few,Few,3.1,Exact,DER,0.19428,PyAnnote,00133
MSDWild Few,Few,3.1,Exact,JER,0.20403,PyAnnote,00133
MSDWild Few,Few,3.1,Exact,Purity,0.83461,PyAnnote,00133
MSDWild Few,Few,3.1,Exact,Coverage,0.83461,PyAnnote,00133
MSDWild Few,Few,3.1,Exact,DER,0.21928,PyAnnote,00603
MSDWild Few,Few,3.1,Exact,JER,0.26685,PyAnnote,00603
MSDWild Few,Few,3.1,Exact,Purity,0.90862,PyAnnote,00603
MSDWild Few,Few,3.1,Exact,Coverage,0.90862,PyAnnote,00603
MSDWild Few,Few,3.1,Exact,DER,0.50384,PyAnnote,00708
MSDWild Few,Few,3.1,Exact,JER,0.62701,PyAnnote,00708
