D,Spk,OS,SNR,JER
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],88.649
(1.071 - 2.033],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],93.074
(1.071 - 2.033],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],58.471
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],27.248
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(16.0 - 20.0],50.406
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],12.037
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],83.644
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],82.136
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],57.874
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],21.876
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],62.017
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],27.297
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(7.0 - 10.0],55.887
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],13.18
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],63.804
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],32.685
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],65.331
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(29.0 - 35.0],28.474
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],84.236
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],83.759
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],15.644
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],45.82
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],76.655
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],68.929
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],73.617
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],86.724
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],63.79
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],67.476
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],65.632
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],89.324
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],25.764
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],88.526
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],37.202
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],21.549
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],69.948
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],78.674
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],88.307
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],78.724
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],36.773
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],86.571
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],56.444
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],1.414
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],55.136
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],20.693
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],36.821
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],26.077
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],90.559
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],68.723
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],81.375
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],19.013
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],77.285
(18.792 - 30.494],[1 - 2],(3.0 - 5.0],(20.0 - 24.8],22.725
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],81.528
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],9.945
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],23.217
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],57.847
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],56.084
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],22.032
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],67.445
(5.318 - 18.792],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],59.973
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],54.576
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],60.582
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],48.674
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],57.59
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],4.802
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(13.0 - 16.0],54.072
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],69.305
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],19.096
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],67.924
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],24.263
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],85.794
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],24.171
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],77.614
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(16.0 - 20.0],83.646
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],60.568
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],31.601
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],47.563
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],28.335
(0.522 - 0.713],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],86.217
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],[0.0 - 4.0],82.233
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],61.817
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],42.57
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],56.183
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],67.608
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],58.273
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],22.141
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],89.477
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],8.255
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(29.0 - 35.0],19.31
(5.318 - 18.792],(3 - 4],(9.0 - 14.0],(29.0 - 35.0],28.771
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],46.106
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],90.968
(0.411 - 0.522],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],83.976
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],33.794
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],13.996
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],18.859
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.198
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],68.088
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(13.0 - 16.0],89.962
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],31.897
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],14.852
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],74.572
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],50.683
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],[0.0 - 4.0],81.222
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],86.663
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],21.097
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],91.804
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(10.0 - 13.0],46.409
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],30.962
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],75.373
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],12.658
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],59.571
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(4.0 - 7.0],80.231
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],17.469
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],53.794
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],64.421
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],16.263
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],49.687
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],62.802
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],42.212
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],64.917
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],86.26
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],54.747
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],22.713
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],45.952
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],87.102
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],70.737
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],22.387
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],82.928
(0.522 - 0.713],(2 - 3],(2.0 - 3.0],(4.0 - 7.0],84.446
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],56.207
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],69.463
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],56.584
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],57.558
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],79.991
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],75.413
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],50.59
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],84.559
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],16.388
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],69.14
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],12.091
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],82.21
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],51.459
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],79.442
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],31.967
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],85.679
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],83.117
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],71.688
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],86.492
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],83.094
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],76.529
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],89.428
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],18.292
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],77.471
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],80.445
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],33.55
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],88.321
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],65.628
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],9.619
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],71.551
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],43.134
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],60.166
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],71.266
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],52.113
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],85.026
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],56.164
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],28.932
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],26.173
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],70.768
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],77.329
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],96.058
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],61.527
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],44.493
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],46.297
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],7.049
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],19.349
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],18.008
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],76.78
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],27.96
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],78.635
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],83.323
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],24.404
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],25.78
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],79.185
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],15.585
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],16.042
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],7.812
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],84.388
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],17.5
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],22.461
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],81.084
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],60.173
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],82.426
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],27.676
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],51.814
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],65.732
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],80.489
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],25.633
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],19.658
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],48.631
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],82.684
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],61.85
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],88.316
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],87.776
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],62.154
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],85.535
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],90.797
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],88.811
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],95.407
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],79.689
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],93.112
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],23.774
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],91.525
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],91.208
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],91.868
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],93.489
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],78.591
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],91.369
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],89.266
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],75.3
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],98.038
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],93.178
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],89.197
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],45.224
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],74.622
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],93.899
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],40.496
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],19.796
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],92.687
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],90.483
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],91.97
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],92.302
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],37.036
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],94.094
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],55.123
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],94.819
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],79.287
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],73.721
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],94.245
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],76.257
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],96.352
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],74.577
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],95.595
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],73.599
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],93.068
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],55.407
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],92.278
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],87.734
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],66.359
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],57.775
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],94.06
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],92.048
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],83.051
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],95.316
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],82.405
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],77.635
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],85.318
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],94.637
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],79.67
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],91.977
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],96.686
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],96.261
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],65.403
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],80.536
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],91.339
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],91.829
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],68.279
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],96.839
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],94.597
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],88.548
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],95.944
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],88.679
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],94.366
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],73.563
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],88.188
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],92.026
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],9.391
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],57.511
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],91.646
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],82.659
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],73.951
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],94.986
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],87.385
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],55.169
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],91.622
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],92.019
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],88.72
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],92.256
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],93.328
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],88.564
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],91.307
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],93.437
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],97.744
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],94.736
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],64.835
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],67.973
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],91.969
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],84.618
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],87.682
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],80.162
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],94.894
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],87.189
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],97.261
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],95.603
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],90.118
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],79.547
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],59.76
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],97.307
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],89.97
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],91.689
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],91.824
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],97.591
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],51.628
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],42.056
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],64.274
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],51.881
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],44.044
