D,Spk,OS,SNR,DER
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],50.957
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],10.704
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],57.22
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],17.911
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],24.779
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],12.997
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],14.909
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],64.65
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],21.005
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],22.528
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],15.341
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],13.966
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],31.91
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],51.694
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],19.582
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],17.142
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],9.465
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],11.39
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],11.837
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],51.562
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],13.399
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],14.771
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],11.768
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.915
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],15.462
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],20.956
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],12.666
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],12.311
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],27.639
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],24.498
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],21.768
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],23.995
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],24.741
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],22.647
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],19.382
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],50.258
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],16.979
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],25.963
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],16.622
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],21.603
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],18.859
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],57.49
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],23.777
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],28.95
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],41.909
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],18.013
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],23.399
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],17.588
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],19.43
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],21.024
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],20.885
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],36.154
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],21.697
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],32.987
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],21.551
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],29.052
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],25.14
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],21.193
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],48.249
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],19.926
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],17.662
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],23.478
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],17.557
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],27.255
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],32.455
