D,Spk,OS,SNR,DER
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],27.605
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],46.598
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],25.702
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(7.0 - 10.0],46.606
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],19.439
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],42.108
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],66.726
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],73.381
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(29.0 - 35.0],22.675
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],40.09
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],32.946
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],13.207
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],22.31
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],45.813
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],62.268
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],41.898
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],86.546
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],41.079
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],52.731
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],49.946
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],56.651
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],23.209
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],77.287
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],74.968
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],34.044
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],56.068
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],65.162
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],90.727
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],58.607
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],51.106
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],70.206
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],19.684
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],4.314
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],53.449
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],74.463
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],44.987
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],48.375
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],61.841
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],70.878
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],53.893
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],18.992
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],48.565
(18.792 - 30.494],[1 - 2],(3.0 - 5.0],(20.0 - 24.8],24.052
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],93.337
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],9.694
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],22.006
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],28.42
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],25.94
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],30.944
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],55.383
(5.318 - 18.792],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],44.363
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],24.36
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],46.806
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],47.457
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],54.209
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],5.15
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(13.0 - 16.0],10.351
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],45.886
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],29.049
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],50.445
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],59.097
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],83.063
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],41.391
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],75.205
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(16.0 - 20.0],67.326
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],33.348
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],74.212
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],63.587
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],40.1
(0.522 - 0.713],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],73.303
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],[0.0 - 4.0],60.662
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],44.513
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],51.252
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],19.378
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],51.336
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],22.284
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],22.206
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],81.175
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],17.592
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(29.0 - 35.0],27.725
(5.318 - 18.792],(3 - 4],(9.0 - 14.0],(29.0 - 35.0],24.307
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],52.924
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],96.477
(0.411 - 0.522],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],66.559
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],32.28
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],22.561
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],18.789
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],9.496
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],39.007
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(13.0 - 16.0],65.487
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],79.11
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],13.38
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],54.367
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],23.973
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],[0.0 - 4.0],45.512
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],81.017
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],20.769
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],89.065
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(10.0 - 13.0],34.08
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],39.391
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],56.881
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],15.9
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],37.291
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(4.0 - 7.0],59.191
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],21.468
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],19.529
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],40.584
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],16.377
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],66.376
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],62.858
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],45.933
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],46.3
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],84.016
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],5.732
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],54.288
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],25.186
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],70.986
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],39.264
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],19.611
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],55.915
(0.522 - 0.713],(2 - 3],(2.0 - 3.0],(4.0 - 7.0],94.338
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],13.374
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],36.328
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],23.029
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],21.66
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],76.418
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],54.298
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],54.851
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],88.488
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],15.89
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],54.223
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.115
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],77.468
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],18.181
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],39.656
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],74.985
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],73.137
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],38.198
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],76.933
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],74.416
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],61.612
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],55.873
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],89.245
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],38.67
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],40.058
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],87.383
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],63.782
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],68.054
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],73.277
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.853
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],23.172
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],58.146
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],33.343
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],42.924
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],36.792
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],76.146
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],26.72
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],24.395
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],27.392
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],67.478
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],85.987
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],57.948
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],44.863
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],51.567
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],49.278
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],11.755
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],14.729
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],33.961
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],69.872
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],22.419
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],65.211
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],34.568
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],34.209
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],63.797
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],62.875
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],14.935
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],4.885
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],12.929
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],88.334
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],17.581
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],93.619
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],19.878
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],33.935
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],69.758
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],30.588
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],57.464
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],39.063
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],37.155
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],22.047
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],31.435
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],48.113
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],69.179
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],47.229
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],41.093
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],77.42
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],52.768
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],38.898
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],62.169
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],54.772
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],80.809
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],58.837
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],60.636
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],6.113
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],81.053
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],68.264
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],73.347
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],88.767
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],48.946
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],65.592
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],77.378
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],84.82
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],94.251
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],70.588
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],61.987
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],18.731
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],45.47
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],72.314
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],37.642
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],11.166
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],86.277
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],84.124
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],78.774
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],87.408
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],44.275
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],49.938
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],61.114
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],92.216
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],33.785
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],57.89
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],91.953
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],66.771
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],80.105
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],56.724
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],94.255
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],86.041
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],86.919
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],32.913
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],81.914
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],94.902
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],33.449
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],45.574
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],100.0
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],92.503
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],65.641
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],88.076
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],73.725
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],59.232
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],75.663
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],84.695
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],67.221
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],85.765
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],97.64
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],64.903
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],72.42
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],70.322
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],83.067
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],74.244
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],96.339
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],128.281
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],87.539
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],56.964
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],74.604
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],50.609
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],67.8
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],67.414
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],35.204
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],72.731
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],11.259
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],51.121
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],68.568
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],54.853
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],57.512
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],93.614
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],61.609
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],53.621
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],92.978
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],72.669
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],75.536
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],77.839
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],89.954
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],54.033
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],87.324
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],80.747
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],94.276
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],80.88
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],48.852
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],35.462
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],52.357
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],68.884
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],68.722
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],51.675
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],84.659
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],76.489
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],92.285
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],94.847
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],76.741
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],74.524
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],72.944
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],96.103
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],76.017
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],37.611
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],78.311
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],93.227
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],30.462
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],16.813
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],40.288
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],35.042
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],26.435
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],16.66
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],30.638
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],26.368
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],20.403
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],12.005
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],15.231
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],19.102
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],26.145
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],17.709
