D,Spk,OS,SNR,JER
(0.335 - 0.411],[1 - 2],(1.0 - 2.0],(13.0 - 16.0],8.609
(0.713 - 1.071],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],72.326
(1.071 - 2.033],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],61.446
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],12.062
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],21.455
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],54.891
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],41.053
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(7.0 - 10.0],5.235
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],25.576
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],26.685
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],25.211
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],78.993
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(29.0 - 35.0],24.421
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],57.917
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],65.06
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],2.947
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],41.021
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],53.392
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],56.407
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],47.512
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],76.622
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],30.155
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],65.087
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],56.574
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],64.952
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],17.869
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],63.23
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],28.293
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],10.13
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],16.88
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],75.958
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],58.418
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],46.918
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],58.45
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],52.313
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],55.834
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],2.402
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],44.968
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],23.211
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],53.02
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],15.655
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],59.142
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],75.781
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],53.745
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],25.232
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],60.143
(18.792 - 30.494],[1 - 2],(3.0 - 5.0],(20.0 - 24.8],14.807
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],28.344
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],3.631
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],12.591
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],17.839
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],38.572
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],25.713
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],48.035
(5.318 - 18.792],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],37.421
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],21.764
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],64.943
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],52.171
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],42.333
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],4.678
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(13.0 - 16.0],8.776
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],57.448
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],6.402
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],41.28
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],50.174
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],70.267
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],12.832
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],68.658
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(16.0 - 20.0],77.337
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],23.713
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],41.682
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],34.733
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],24.259
(0.522 - 0.713],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],76.882
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],[0.0 - 4.0],63.102
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],12.145
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],44.278
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],14.713
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],28.797
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],37.211
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],9.96
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],45.139
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],70.05
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(29.0 - 35.0],14.97
(5.318 - 18.792],(3 - 4],(9.0 - 14.0],(29.0 - 35.0],24.58
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],38.489
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],67.114
(0.411 - 0.522],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],77.157
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],28.936
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],11.042
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],12.994
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],20.928
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],50.931
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(13.0 - 16.0],58.561
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],49.558
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],5.282
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],62.658
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],8.999
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],[0.0 - 4.0],37.313
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],67.525
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],47.346
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],65.734
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(10.0 - 13.0],48.13
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],26.117
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],56.919
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],6.42
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],10.195
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(4.0 - 7.0],46.619
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],64.149
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],42.773
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],47.524
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],10.989
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],48.956
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],34.647
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],29.355
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],28.79
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],60.662
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],52.41
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],56.432
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],38.584
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],56.731
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],15.833
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],20.583
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],63.021
(0.522 - 0.713],(2 - 3],(2.0 - 3.0],(4.0 - 7.0],52.304
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],7.705
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],61.131
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],17.47
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],29.897
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],24.176
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],43.291
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],41.686
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],52.976
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],12.873
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],24.585
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],18.611
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],45.782
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],36.306
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],58.629
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],32.515
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],68.264
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],60.047
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],61.707
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],51.112
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],48.491
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],53.159
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],75.499
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],5.687
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],38.137
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],67.612
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],16.981
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],60.997
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],53.687
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],8.025
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],60.236
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],51.836
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],42.437
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],28.407
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],32.615
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],72.362
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],29.376
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],12.818
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],11.443
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],47.895
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],54.807
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],52.094
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],54.975
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],32.077
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],35.637
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],7.095
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],13.134
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],18.491
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],30.05
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],16.826
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],33.446
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],32.005
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],17.377
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],61.383
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],29.806
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],10.859
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],13.371
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],5.595
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],68.76
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],13.63
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],30.042
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],54.701
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],41.468
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],76.587
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],13.051
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],49.528
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],33.198
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],66.962
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],22.845
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],33.845
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],46.8
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],26.662
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],47.224
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],81.154
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],63.033
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],51.55
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],71.943
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],65.528
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],63.057
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],73.553
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],79.055
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],76.621
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],5.672
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],81.535
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],73.708
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],71.559
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],83.195
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],63.258
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],70.912
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],79.008
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],73.749
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],92.524
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],87.832
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],73.814
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],41.79
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],80.737
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],70.731
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],55.653
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],36.782
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],80.211
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],73.722
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],74.066
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],90.658
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],34.394
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],61.967
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],85.053
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],79.538
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],58.967
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],63.568
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],77.758
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],50.795
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],70.585
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],79.779
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],91.341
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],74.371
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],80.466
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],43.796
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],65.624
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],71.868
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],50.861
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],68.039
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],80.891
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],75.066
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],86.369
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],92.149
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],72.288
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],71.426
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],78.193
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],56.05
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],59.449
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],71.556
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],83.707
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],77.015
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],70.044
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],75.535
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],93.261
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],84.29
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],64.552
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],81.195
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],81.594
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],81.376
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],88.972
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],78.639
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],67.638
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],73.774
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],71.854
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],82.426
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],7.07
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],78.427
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],83.746
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],71.354
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],61.242
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],67.027
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],62.571
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],63.327
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],44.925
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],75.396
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],75.727
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],88.081
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],72.448
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],83.192
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],71.221
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],84.08
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],82.077
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],32.178
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],61.114
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],68.253
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],71.885
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],75.712
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],54.313
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],78.73
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],84.117
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],74.357
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],86.944
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],81.047
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],79.608
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],90.884
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],62.698
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],78.054
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],76.083
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],81.338
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],69.032
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],92.029
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],47.705
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],43.17
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],66.666
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],52.992
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],47.49
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],42.709
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],48.128
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],43.416
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],43.237
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],46.069
