D,Spk,OS,SNR,JER
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],57.138
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(20.0 - 24.8],26.681
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],64.755
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(35.0 - 59.0],35.937
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(7.0 - 10.0],60.976
(0.713 - 1.071],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],19.133
(1.071 - 2.033],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],66.09
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],74.059
(0.522 - 0.713],(3 - 4],(9.0 - 14.0],(4.0 - 7.0],87.827
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(29.0 - 35.0],28.927
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],58.811
(0.411 - 0.522],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],53.785
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],13.348
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],44.378
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(10.0 - 13.0],61.578
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],74.773
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],74.827
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],91.438
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],65.123
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],64.73
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],67.577
(0.522 - 0.713],(3 - 4],(5.0 - 9.0],(10.0 - 13.0],72.338
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],29.588
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],90.869
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],81.447
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],30.856
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],69.895
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],[0.0 - 4.0],86.628
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],85.894
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],82.144
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],51.19
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(13.0 - 16.0],87.934
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],58.687
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],5.532
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(4.0 - 7.0],56.043
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],86.381
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],43.984
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],65.855
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],88.336
(0.713 - 1.071],(2 - 3],(9.0 - 14.0],(13.0 - 16.0],75.302
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],78.097
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],18.42
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],63.709
(18.792 - 30.494],[1 - 2],(3.0 - 5.0],(20.0 - 24.8],24.816
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],90.568
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],11.663
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],29.041
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],62.651
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],57.547
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],31.819
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],70.585
(5.318 - 18.792],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],66.097
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],55.884
(1.071 - 2.033],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],76.062
(0.411 - 0.522],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],66.192
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],66.256
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],6.65
(0.335 - 0.411],[1 - 2],(3.0 - 5.0],(13.0 - 16.0],53.767
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],66.753
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(10.0 - 13.0],27.036
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],50.652
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],70.67
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],86.897
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],43.185
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(4.0 - 7.0],79.431
(1.071 - 2.033],(2 - 3],(1.0 - 2.0],(16.0 - 20.0],84.313
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],60.597
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],(4.0 - 7.0],80.179
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],73.089
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],41.068
(0.522 - 0.713],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],88.086
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],[0.0 - 4.0],82.154
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(7.0 - 10.0],63.283
(0.411 - 0.522],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],67.094
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],56.118
(0.335 - 0.411],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],48.424
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],57.491
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],22.235
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],87.415
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],15.652
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(29.0 - 35.0],30.524
(5.318 - 18.792],(3 - 4],(9.0 - 14.0],(29.0 - 35.0],27.328
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],49.923
(0.713 - 1.071],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],97.376
(0.411 - 0.522],(3 - 4],(3.0 - 5.0],(16.0 - 20.0],85.053
(0.411 - 0.522],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],32.347
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(7.0 - 10.0],21.803
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(35.0 - 59.0],21.046
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],11.597
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],68.162
(0.335 - 0.411],(3 - 4],[0.0 - 1.0],(13.0 - 16.0],89.419
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],89.365
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],14.111
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],68.826
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],25.528
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],[0.0 - 4.0],76.696
(0.411 - 0.522],(2 - 3],(3.0 - 5.0],(10.0 - 13.0],87.964
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],28.342
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],92.532
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(10.0 - 13.0],52.051
(2.033 - 5.318],[1 - 2],(5.0 - 9.0],(10.0 - 13.0],39.168
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(16.0 - 20.0],77.692
(1.071 - 2.033],[1 - 2],(2.0 - 3.0],(13.0 - 16.0],17.134
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(13.0 - 16.0],63.163
(0.335 - 0.411],(2 - 3],(1.0 - 2.0],(4.0 - 7.0],77.419
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],23.221
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],57.141
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],62.766
(1.071 - 2.033],[1 - 2],(1.0 - 2.0],(16.0 - 20.0],17.619
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],76.0
(0.522 - 0.713],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],80.58
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],47.362
(0.522 - 0.713],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],70.196
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],84.432
(0.411 - 0.522],[1 - 2],(1.0 - 2.0],(24.8 - 29.0],52.659
(0.522 - 0.713],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],65.944
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(16.0 - 20.0],48.229
(0.411 - 0.522],(2 - 3],(5.0 - 9.0],(7.0 - 10.0],86.95
(0.522 - 0.713],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],62.696
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],22.654
(0.335 - 0.411],(2 - 3],(3.0 - 5.0],(7.0 - 10.0],80.7
(0.522 - 0.713],(2 - 3],(2.0 - 3.0],(4.0 - 7.0],95.049
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],56.111
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],63.454
(0.522 - 0.713],[1 - 2],(3.0 - 5.0],(16.0 - 20.0],55.384
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(20.0 - 24.8],57.841
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(10.0 - 13.0],79.66
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],53.32
(0.522 - 0.713],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],79.74
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],90.475
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(16.0 - 20.0],14.664
(0.522 - 0.713],[1 - 2],(9.0 - 14.0],(4.0 - 7.0],73.467
(5.318 - 18.792],[1 - 2],[0.0 - 1.0],(29.0 - 35.0],14.071
(0.411 - 0.522],(2 - 3],(9.0 - 14.0],(4.0 - 7.0],85.453
(1.071 - 2.033],(3 - 4],(3.0 - 5.0],(7.0 - 10.0],39.628
(0.713 - 1.071],(3 - 4],[0.0 - 1.0],(4.0 - 7.0],73.219
(0.522 - 0.713],[1 - 2],(1.0 - 2.0],(4.0 - 7.0],80.644
(1.071 - 2.033],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],85.995
(0.713 - 1.071],(2 - 3],(5.0 - 9.0],(4.0 - 7.0],76.003
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],89.14
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],79.575
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],70.719
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],(4.0 - 7.0],67.688
(0.522 - 0.713],(3 - 4],(3.0 - 5.0],(4.0 - 7.0],94.321
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],38.879
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],48.373
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],91.192
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(10.0 - 13.0],63.743
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],(10.0 - 13.0],88.292
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],77.623
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(35.0 - 59.0],16.456
(2.033 - 5.318],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],73.111
(1.071 - 2.033],[1 - 2],(3.0 - 5.0],(7.0 - 10.0],72.257
(2.033 - 5.318],[1 - 2],(2.0 - 3.0],(24.8 - 29.0],61.945
(0.335 - 0.411],(2 - 3],[0.0 - 1.0],(7.0 - 10.0],73.15
(0.522 - 0.713],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],59.369
(0.335 - 0.411],(3 - 4],(14.0 - 93.0],(10.0 - 13.0],87.295
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],60.701
(2.033 - 5.318],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],23.683
(0.713 - 1.071],[1 - 2],(9.0 - 14.0],(16.0 - 20.0],28.535
(0.713 - 1.071],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],71.252
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(4.0 - 7.0],79.674
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],[0.0 - 4.0],66.859
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],44.319
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],52.115
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],48.017
(0.522 - 0.713],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],10.422
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],22.345
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],38.682
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],77.706
(0.713 - 1.071],[1 - 2],(3.0 - 5.0],(24.8 - 29.0],26.338
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(20.0 - 24.8],76.242
(0.335 - 0.411],(2 - 3],(5.0 - 9.0],[0.0 - 4.0],50.423
(1.071 - 2.033],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],35.771
(0.411 - 0.522],[1 - 2],[0.0 - 1.0],(13.0 - 16.0],55.177
(0.522 - 0.713],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],76.761
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],(29.0 - 35.0],16.59
(1.071 - 2.033],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],8.66
(0.713 - 1.071],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],16.943
(1.071 - 2.033],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],89.075
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(16.0 - 20.0],20.397
(0.335 - 0.411],[1 - 2],(5.0 - 9.0],(4.0 - 7.0],93.14
(0.335 - 0.411],[1 - 2],(9.0 - 14.0],[0.0 - 4.0],56.697
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],59.694
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],77.113
(2.033 - 5.318],[1 - 2],(9.0 - 14.0],(20.0 - 24.8],30.926
(0.411 - 0.522],(2 - 3],(14.0 - 93.0],(7.0 - 10.0],65.129
(0.713 - 1.071],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],37.607
(0.335 - 0.411],(3 - 4],(9.0 - 14.0],(13.0 - 16.0],76.373
(2.033 - 5.318],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],30.956
(0.335 - 0.411],[1 - 2],[0.0 - 1.0],(7.0 - 10.0],32.761
(0.411 - 0.522],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],46.542
(0.713 - 1.071],[1 - 2],(14.0 - 93.0],[0.0 - 4.0],79.949
(0.713 - 1.071],[1 - 2],(5.0 - 9.0],(13.0 - 16.0],68.193
(0.713 - 1.071],(3 - 4],(9.0 - 14.0],[0.0 - 4.0],56.193
(0.522 - 0.713],(3 - 4],(1.0 - 2.0],(4.0 - 7.0],90.237
(0.335 - 0.411],[1 - 2],(2.0 - 3.0],(7.0 - 10.0],71.132
(0.411 - 0.522],(3 - 4],(14.0 - 93.0],(7.0 - 10.0],66.032
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],78.279
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],78.894
(0.335 - 0.411],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],89.742
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],80.089
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(13.0 - 16.0],78.843
(5.318 - 18.792],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],8.275
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],90.938
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],83.268
(0.411 - 0.522],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],91.595
(0.713 - 1.071],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],95.104
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(13.0 - 16.0],66.321
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],89.138
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],93.2
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],96.036
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],97.981
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],92.256
(0.522 - 0.713],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],86.74
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],20.261
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(16.0 - 20.0],75.309
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],65.653
(2.033 - 5.318],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],67.952
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],10.773
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],92.858
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],92.052
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],92.416
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],87.529
(2.033 - 5.318],(5 - 7],(2.0 - 3.0],(4.0 - 7.0],43.668
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],65.186
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],62.933
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],95.009
(0.411 - 0.522],(4 - 5],(5.0 - 9.0],(4.0 - 7.0],68.918
(1.071 - 2.033],(5 - 7],(14.0 - 93.0],(10.0 - 13.0],73.903
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],94.694
(0.522 - 0.713],(5 - 7],(5.0 - 9.0],(10.0 - 13.0],91.523
(0.522 - 0.713],(7 - 10],(9.0 - 14.0],(16.0 - 20.0],82.952
(0.411 - 0.522],(5 - 7],(5.0 - 9.0],(4.0 - 7.0],85.796
(1.071 - 2.033],(5 - 7],(5.0 - 9.0],[0.0 - 4.0],96.67
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],95.921
(0.335 - 0.411],(5 - 7],(3.0 - 5.0],(4.0 - 7.0],95.421
(1.071 - 2.033],(4 - 5],[0.0 - 1.0],(20.0 - 24.8],55.366
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],90.367
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],97.545
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(16.0 - 20.0],69.106
(2.033 - 5.318],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],60.668
(0.335 - 0.411],(7 - 10],(9.0 - 14.0],[0.0 - 4.0],100.0
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],[0.0 - 4.0],95.49
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(7.0 - 10.0],86.841
(0.713 - 1.071],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],94.732
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],90.613
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],76.454
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],88.912
(2.033 - 5.318],(4 - 5],(9.0 - 14.0],(10.0 - 13.0],94.299
(0.411 - 0.522],(3 - 4],(5.0 - 9.0],[0.0 - 4.0],82.046
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],95.932
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],97.776
(0.335 - 0.411],(7 - 10],(14.0 - 93.0],(7.0 - 10.0],85.979
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],76.068
(0.713 - 1.071],(3 - 4],(3.0 - 5.0],[0.0 - 4.0],80.221
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],90.257
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],89.789
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],97.415
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],97.237
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],91.888
(1.071 - 2.033],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],87.078
(1.071 - 2.033],(7 - 10],(9.0 - 14.0],(10.0 - 13.0],84.485
(0.713 - 1.071],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],85.101
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],90.829
(0.713 - 1.071],(4 - 5],(14.0 - 93.0],(4.0 - 7.0],80.413
(0.411 - 0.522],(4 - 5],[0.0 - 1.0],(13.0 - 16.0],84.961
(0.522 - 0.713],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],91.187
(18.792 - 30.494],(5 - 7],[0.0 - 1.0],(20.0 - 24.8],10.487
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(10.0 - 13.0],61.268
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(4.0 - 7.0],89.511
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],(4.0 - 7.0],82.62
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],77.804
(0.411 - 0.522],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],96.53
(0.335 - 0.411],(5 - 7],[0.0 - 1.0],(7.0 - 10.0],87.567
(0.335 - 0.411],(2 - 3],(14.0 - 93.0],[0.0 - 4.0],67.846
(0.335 - 0.411],(4 - 5],(5.0 - 9.0],[0.0 - 4.0],96.332
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(4.0 - 7.0],90.663
(0.522 - 0.713],(4 - 5],(1.0 - 2.0],(7.0 - 10.0],86.038
(1.071 - 2.033],(4 - 5],(5.0 - 9.0],(7.0 - 10.0],91.127
(1.071 - 2.033],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],93.964
(0.522 - 0.713],(4 - 5],(14.0 - 93.0],(7.0 - 10.0],75.949
(0.522 - 0.713],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],94.794
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],[0.0 - 4.0],92.537
(0.411 - 0.522],(7 - 10],[0.0 - 1.0],[0.0 - 4.0],95.833
(0.713 - 1.071],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],90.291
(0.713 - 1.071],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],70.2
(2.033 - 5.318],(4 - 5],(3.0 - 5.0],(20.0 - 24.8],68.637
(0.713 - 1.071],(4 - 5],(9.0 - 14.0],(7.0 - 10.0],72.392
(0.522 - 0.713],(5 - 7],(14.0 - 93.0],(7.0 - 10.0],91.345
(0.522 - 0.713],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],89.66
(0.335 - 0.411],(5 - 7],(14.0 - 93.0],(13.0 - 16.0],77.835
(0.713 - 1.071],(7 - 10],(5.0 - 9.0],(7.0 - 10.0],95.703
(0.335 - 0.411],(4 - 5],(14.0 - 93.0],[0.0 - 4.0],91.417
(0.411 - 0.522],(7 - 10],(9.0 - 14.0],(4.0 - 7.0],96.409
(0.411 - 0.522],(5 - 7],(9.0 - 14.0],(4.0 - 7.0],96.157
(0.335 - 0.411],(5 - 7],(9.0 - 14.0],[0.0 - 4.0],89.177
(1.071 - 2.033],(7 - 10],(14.0 - 93.0],(4.0 - 7.0],94.477
(5.318 - 18.792],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],90.971
(0.411 - 0.522],(7 - 10],(1.0 - 2.0],(13.0 - 16.0],97.831
(0.411 - 0.522],(5 - 7],(14.0 - 93.0],[0.0 - 4.0],93.033
(0.522 - 0.713],(4 - 5],[0.0 - 1.0],(24.8 - 29.0],85.519
(0.713 - 1.071],(5 - 7],[0.0 - 1.0],(4.0 - 7.0],90.505
(0.713 - 1.071],(7 - 10],(3.0 - 5.0],(4.0 - 7.0],97.69
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],54.384
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(13.0 - 16.0],44.706
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(29.0 - 35.0],67.181
(18.792 - 30.494],(2 - 3],(5.0 - 9.0],(20.0 - 24.8],56.558
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],48.345
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],44.796
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(24.8 - 29.0],53.134
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],48.014
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],45.159
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],41.863
(30.494 - 34.87],(2 - 3],(5.0 - 9.0],(13.0 - 16.0],45.107
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],44.954
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(24.8 - 29.0],56.123
