D,Spk,OS,SNR,DER
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.683
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],22.959
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.222
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],50.366
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],13.395
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(20.0 - 24.8],22.739
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],30.317
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],39.331
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],60.001
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.816
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],22.542
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],11.663
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(29.0 - 35.0],12.343
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],22.061
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(29.0 - 35.0],19.685
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],8.661
(30.494 - 34.87],(2 - 3],(2.0 - 3.0],(35.0 - 59.0],10.639
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],12.932
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],10.831
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],3.85
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],15.339
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],5.269
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(20.0 - 24.8],7.654
(18.792 - 30.494],(2 - 3],[0.0 - 1.0],(16.0 - 20.0],15.446
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],6.2
(30.494 - 34.87],(2 - 3],(1.0 - 2.0],(20.0 - 24.8],15.155
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],10.027
(30.494 - 34.87],(2 - 3],[0.0 - 1.0],(35.0 - 59.0],9.592
(5.318 - 18.792],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],40.115
(30.494 - 34.87],(2 - 3],(3.0 - 5.0],(20.0 - 24.8],30.751
(34.87 - 95.677],(2 - 3],[0.0 - 1.0],(24.8 - 29.0],26.706
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.667
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(29.0 - 35.0],38.522
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],55.055
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],45.674
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],37.641
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],50.334
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.232
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],34.809
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],42.815
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],35.299
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],38.049
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],58.206
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],36.89
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(20.0 - 24.8],43.635
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],47.859
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],45.29
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.363
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],41.952
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],43.587
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],32.176
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(35.0 - 59.0],37.431
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],43.732
(34.87 - 95.677],(10 - 41],(1.0 - 2.0],(24.8 - 29.0],27.279
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],37.313
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],36.9
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],36.038
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],30.665
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],33.56
(34.87 - 95.677],(7 - 10],[0.0 - 1.0],(24.8 - 29.0],52.886
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(20.0 - 24.8],31.368
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],34.339
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(24.8 - 29.0],45.676
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 35.0],39.62
(34.87 - 95.677],(10 - 41],(3.0 - 5.0],(24.8 - 29.0],52.923
(34.87 - 95.677],(10 - 41],[0.0 - 1.0],(16.0 - 20.0],41.328
