D,Spk,OS,SNR,DER
(1.466 - 3.204],[1 - 2],(2.0 - 3.0],(13.0 - 17.0],73.787
(0.42 - 0.587],[1 - 2],(8.0 - 13.0],(13.0 - 17.0],89.203
(0.335 - 0.42],(2 - 3],(1.0 - 2.0],(4.0 - 8.0],73.898
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],(36.0 - 59.0],95.326
(0.587 - 0.884],[1 - 2],[0.0 - 1.0],(36.0 - 59.0],82.218
(0.884 - 1.466],[1 - 2],(5.0 - 8.0],(4.0 - 8.0],94.407
(1.466 - 3.204],[1 - 2],(1.0 - 2.0],(13.0 - 17.0],79.849
(0.587 - 0.884],[1 - 2],[0.0 - 1.0],(4.0 - 8.0],91.036
(0.42 - 0.587],(2 - 3],(13.0 - 63.0],(8.0 - 10.0],71.435
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],(13.0 - 17.0],93.247
(0.42 - 0.587],[1 - 2],(5.0 - 8.0],(13.0 - 17.0],80.531
(0.42 - 0.587],[1 - 2],(1.0 - 2.0],(21.0 - 25.0],78.076
(0.335 - 0.42],(2 - 3],(3.0 - 5.0],(17.0 - 21.0],81.62
(0.42 - 0.587],(2 - 3],(5.0 - 8.0],(4.0 - 8.0],78.524
(0.587 - 0.884],[1 - 2],(2.0 - 3.0],[0.0 - 4.0],92.713
(0.335 - 0.42],[1 - 2],[0.0 - 1.0],(29.0 - 36.0],84.389
(0.335 - 0.42],(2 - 3],(3.0 - 5.0],(4.0 - 8.0],98.645
(0.42 - 0.587],(2 - 3],(2.0 - 3.0],(4.0 - 8.0],97.205
(0.42 - 0.587],[1 - 2],[0.0 - 1.0],(13.0 - 17.0],76.349
(0.884 - 1.466],(3 - 4],(3.0 - 5.0],(4.0 - 8.0],87.069
(0.42 - 0.587],[1 - 2],(3.0 - 5.0],(17.0 - 21.0],84.546
(0.335 - 0.42],[1 - 2],(2.0 - 3.0],(21.0 - 25.0],76.661
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],130.354
(0.42 - 0.587],(2 - 3],(5.0 - 8.0],(4.0 - 8.0],86.324
(0.884 - 1.466],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],86.718
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],(17.0 - 21.0],99.533
(3.204 - 11.811],[1 - 2],[0.0 - 1.0],(29.0 - 36.0],74.289
(1.466 - 3.204],(3 - 4],(3.0 - 5.0],(8.0 - 10.0],74.859
(0.587 - 0.884],(3 - 4],[0.0 - 1.0],(4.0 - 8.0],83.468
(0.587 - 0.884],[1 - 2],(1.0 - 2.0],(4.0 - 8.0],88.836
(0.884 - 1.466],(3 - 4],(13.0 - 63.0],(8.0 - 10.0],87.661
(0.587 - 0.884],(2 - 3],(5.0 - 8.0],(4.0 - 8.0],91.423
(0.335 - 0.42],(2 - 3],[0.0 - 1.0],[0.0 - 4.0],86.992
(0.884 - 1.466],(2 - 3],(13.0 - 63.0],(4.0 - 8.0],80.931
(0.884 - 1.466],(2 - 3],(13.0 - 63.0],(8.0 - 10.0],76.359
(0.587 - 0.884],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],90.039
(0.587 - 0.884],(3 - 4],(8.0 - 13.0],(10.0 - 13.0],84.235
(0.884 - 1.466],(2 - 3],(13.0 - 63.0],(4.0 - 8.0],75.386
(0.884 - 1.466],[1 - 2],[0.0 - 1.0],(36.0 - 59.0],70.806
(3.204 - 11.811],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],98.418
(1.466 - 3.204],[1 - 2],(3.0 - 5.0],(8.0 - 10.0],103.871
(1.466 - 3.204],[1 - 2],(2.0 - 3.0],(25.0 - 29.0],88.583
(0.335 - 0.42],(2 - 3],[0.0 - 1.0],(8.0 - 10.0],68.093
(0.42 - 0.587],(2 - 3],[0.0 - 1.0],(17.0 - 21.0],83.079
(0.335 - 0.42],(3 - 4],(13.0 - 63.0],(10.0 - 13.0],86.931
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],116.975
(1.466 - 3.204],[1 - 2],[0.0 - 1.0],(4.0 - 8.0],82.744
(0.587 - 0.884],[1 - 2],(13.0 - 63.0],(17.0 - 21.0],87.498
(0.587 - 0.884],(2 - 3],(13.0 - 63.0],[0.0 - 4.0],84.753
(0.884 - 1.466],[1 - 2],(5.0 - 8.0],[0.0 - 4.0],81.52
(0.884 - 1.466],[1 - 2],(3.0 - 5.0],[0.0 - 4.0],85.088
(0.42 - 0.587],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],76.942
(0.884 - 1.466],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],80.116
(0.335 - 0.42],[1 - 2],[0.0 - 1.0],(13.0 - 17.0],84.907
(0.884 - 1.466],[1 - 2],[0.0 - 1.0],(10.0 - 13.0],82.006
(0.884 - 1.466],[1 - 2],(3.0 - 5.0],(25.0 - 29.0],82.107
(0.335 - 0.42],[1 - 2],[0.0 - 1.0],(17.0 - 21.0],117.505
(0.42 - 0.587],[1 - 2],[0.0 - 1.0],(13.0 - 17.0],75.368
(0.587 - 0.884],[1 - 2],(13.0 - 63.0],[0.0 - 4.0],88.327
(0.335 - 0.42],[1 - 2],(8.0 - 13.0],(29.0 - 36.0],67.507
(0.884 - 1.466],[1 - 2],[0.0 - 1.0],(8.0 - 10.0],74.333
(0.587 - 0.884],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],77.585
(1.466 - 3.204],(2 - 3],(13.0 - 63.0],[0.0 - 4.0],89.358
(0.884 - 1.466],[1 - 2],(8.0 - 13.0],(13.0 - 17.0],71.039
(0.335 - 0.42],[1 - 2],(5.0 - 8.0],(4.0 - 8.0],86.25
(0.335 - 0.42],[1 - 2],(8.0 - 13.0],[0.0 - 4.0],78.955
(0.335 - 0.42],[1 - 2],(2.0 - 3.0],(8.0 - 10.0],80.535
(0.335 - 0.42],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],127.497
(3.204 - 11.811],[1 - 2],(8.0 - 13.0],(21.0 - 25.0],85.074
(0.42 - 0.587],(2 - 3],(13.0 - 63.0],(8.0 - 10.0],73.937
(0.587 - 0.884],[1 - 2],[0.0 - 1.0],[0.0 - 4.0],148.788
(0.335 - 0.42],(3 - 4],(8.0 - 13.0],(13.0 - 17.0],73.419
(1.466 - 3.204],[1 - 2],(1.0 - 2.0],(10.0 - 13.0],85.352
(0.335 - 0.42],[1 - 2],[0.0 - 1.0],(8.0 - 10.0],93.183
(0.42 - 0.587],[1 - 2],(13.0 - 63.0],[0.0 - 4.0],75.564
(0.587 - 0.884],[1 - 2],(13.0 - 63.0],[0.0 - 4.0],78.659
(0.42 - 0.587],(3 - 4],(1.0 - 2.0],(4.0 - 8.0],75.734
(0.42 - 0.587],(3 - 4],(13.0 - 63.0],(4.0 - 8.0],77.761
(1.466 - 3.204],(4 - 5],(8.0 - 13.0],(8.0 - 10.0],75.559
(0.42 - 0.587],(4 - 5],(13.0 - 63.0],(13.0 - 17.0],79.445
(11.811 - 20.001],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],70.245
(0.884 - 1.466],(4 - 5],(8.0 - 13.0],(10.0 - 13.0],93.702
(0.884 - 1.466],(4 - 5],(8.0 - 13.0],[0.0 - 4.0],100.399
(0.884 - 1.466],(5 - 7],(8.0 - 13.0],[0.0 - 4.0],91.334
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],(13.0 - 17.0],79.751
(0.42 - 0.587],(4 - 5],(5.0 - 8.0],[0.0 - 4.0],87.385
(0.42 - 0.587],(5 - 7],(13.0 - 63.0],[0.0 - 4.0],64.283
(0.884 - 1.466],(7 - 10],(5.0 - 8.0],(8.0 - 10.0],82.265
(0.335 - 0.42],(5 - 7],(3.0 - 5.0],(4.0 - 8.0],94.232
(0.587 - 0.884],(4 - 5],(8.0 - 13.0],(10.0 - 13.0],76.995
(0.884 - 1.466],(4 - 5],[0.0 - 1.0],(13.0 - 17.0],80.09
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],(8.0 - 10.0],88.65
(3.204 - 11.811],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],73.414
(1.466 - 3.204],(4 - 5],[0.0 - 1.0],(13.0 - 17.0],64.131
(0.587 - 0.884],(4 - 5],[0.0 - 1.0],(10.0 - 13.0],83.145
(0.335 - 0.42],(5 - 7],(13.0 - 63.0],(8.0 - 10.0],71.967
(0.884 - 1.466],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],102.878
(3.204 - 11.811],(4 - 5],(8.0 - 13.0],(8.0 - 10.0],85.986
(1.466 - 3.204],(5 - 7],(13.0 - 63.0],(8.0 - 10.0],78.245
(0.884 - 1.466],(4 - 5],(5.0 - 8.0],[0.0 - 4.0],110.737
(1.466 - 3.204],(5 - 7],(13.0 - 63.0],(10.0 - 13.0],83.76
(0.42 - 0.587],(4 - 5],[0.0 - 1.0],(13.0 - 17.0],94.31
(0.587 - 0.884],(5 - 7],(5.0 - 8.0],(10.0 - 13.0],75.398
(0.42 - 0.587],(5 - 7],(5.0 - 8.0],(4.0 - 8.0],63.933
(0.42 - 0.587],(5 - 7],(13.0 - 63.0],[0.0 - 4.0],67.136
(0.335 - 0.42],(5 - 7],(3.0 - 5.0],(4.0 - 8.0],72.144
(1.466 - 3.204],(4 - 5],[0.0 - 1.0],(21.0 - 25.0],91.075
(0.335 - 0.42],(4 - 5],(13.0 - 63.0],(4.0 - 8.0],79.331
(0.42 - 0.587],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],74.129
(0.42 - 0.587],(4 - 5],[0.0 - 1.0],(17.0 - 21.0],66.01
(1.466 - 3.204],(5 - 7],(13.0 - 63.0],(13.0 - 17.0],70.231
(0.335 - 0.42],(7 - 10],(8.0 - 13.0],[0.0 - 4.0],83.025
(0.335 - 0.42],(7 - 10],(13.0 - 63.0],[0.0 - 4.0],74.661
(1.466 - 3.204],(7 - 10],(8.0 - 13.0],(8.0 - 10.0],79.45
(0.884 - 1.466],(5 - 7],(13.0 - 63.0],[0.0 - 4.0],92.356
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],77.05
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],66.413
(0.335 - 0.42],(7 - 10],(13.0 - 63.0],(4.0 - 8.0],72.283
(1.466 - 3.204],(4 - 5],(13.0 - 63.0],(10.0 - 13.0],97.124
(0.42 - 0.587],(3 - 4],(5.0 - 8.0],[0.0 - 4.0],78.469
(0.335 - 0.42],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],74.828
(0.335 - 0.42],(7 - 10],(13.0 - 63.0],(8.0 - 10.0],70.739
(0.335 - 0.42],(5 - 7],(13.0 - 63.0],(4.0 - 8.0],67.639
(0.884 - 1.466],(7 - 10],(3.0 - 5.0],[0.0 - 4.0],90.596
(0.335 - 0.42],(5 - 7],(8.0 - 13.0],[0.0 - 4.0],75.021
(0.587 - 0.884],(4 - 5],(8.0 - 13.0],[0.0 - 4.0],93.522
(0.335 - 0.42],(5 - 7],(13.0 - 63.0],[0.0 - 4.0],137.559
(1.466 - 3.204],(4 - 5],(3.0 - 5.0],[0.0 - 4.0],92.776
(1.466 - 3.204],(4 - 5],(8.0 - 13.0],(4.0 - 8.0],87.671
(0.884 - 1.466],(7 - 10],(8.0 - 13.0],(10.0 - 13.0],77.867
(0.884 - 1.466],(4 - 5],(5.0 - 8.0],[0.0 - 4.0],87.308
(0.42 - 0.587],(4 - 5],[0.0 - 1.0],[0.0 - 4.0],66.567
(0.884 - 1.466],(4 - 5],(13.0 - 63.0],(4.0 - 8.0],79.914
(0.42 - 0.587],(4 - 5],[0.0 - 1.0],(13.0 - 17.0],84.191
(0.587 - 0.884],(5 - 7],(2.0 - 3.0],(10.0 - 13.0],83.854
(11.811 - 20.001],(5 - 7],[0.0 - 1.0],(21.0 - 25.0],79.742
(0.884 - 1.466],(4 - 5],(8.0 - 13.0],(4.0 - 8.0],82.463
(0.42 - 0.587],(5 - 7],(13.0 - 63.0],(4.0 - 8.0],74.488
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],61.103
(0.335 - 0.42],(5 - 7],[0.0 - 1.0],(8.0 - 10.0],80.355
(0.335 - 0.42],(4 - 5],(5.0 - 8.0],[0.0 - 4.0],61.597
(0.587 - 0.884],(4 - 5],[0.0 - 1.0],(4.0 - 8.0],89.934
(1.466 - 3.204],(4 - 5],(5.0 - 8.0],(8.0 - 10.0],94.589
(0.884 - 1.466],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],103.048
(0.587 - 0.884],(4 - 5],(13.0 - 63.0],(4.0 - 8.0],82.532
(0.42 - 0.587],(4 - 5],(8.0 - 13.0],(8.0 - 10.0],92.622
(0.884 - 1.466],(4 - 5],(13.0 - 63.0],[0.0 - 4.0],95.178
(0.587 - 0.884],(4 - 5],(1.0 - 2.0],[0.0 - 4.0],74.354
(0.587 - 0.884],(3 - 4],(1.0 - 2.0],(10.0 - 13.0],83.87
(1.466 - 3.204],(4 - 5],(3.0 - 5.0],(21.0 - 25.0],78.392
(0.884 - 1.466],(4 - 5],(8.0 - 13.0],(8.0 - 10.0],91.188
(0.884 - 1.466],(7 - 10],(5.0 - 8.0],(4.0 - 8.0],87.069
(0.42 - 0.587],(7 - 10],(13.0 - 63.0],(4.0 - 8.0],106.203
(0.42 - 0.587],(5 - 7],(8.0 - 13.0],(4.0 - 8.0],98.845
(0.335 - 0.42],(5 - 7],(8.0 - 13.0],[0.0 - 4.0],68.83
(1.466 - 3.204],(7 - 10],(13.0 - 63.0],(4.0 - 8.0],83.77
(11.811 - 20.001],(4 - 5],(2.0 - 3.0],(10.0 - 13.0],104.656
(0.335 - 0.42],(5 - 7],(13.0 - 63.0],[0.0 - 4.0],72.326
(0.884 - 1.466],(7 - 10],(3.0 - 5.0],(4.0 - 8.0],88.315
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(17.0 - 21.0],96.31
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(13.0 - 17.0],89.64
(31.029 - 34.876],(2 - 3],(3.0 - 5.0],(29.0 - 36.0],96.497
(20.001 - 31.029],(2 - 3],(5.0 - 8.0],(21.0 - 25.0],82.216
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],103.169
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(21.0 - 25.0],92.646
(31.029 - 34.876],(2 - 3],(5.0 - 8.0],(21.0 - 25.0],86.651
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(21.0 - 25.0],123.9
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],93.474
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],83.898
(31.029 - 34.876],(2 - 3],(5.0 - 8.0],(13.0 - 17.0],80.098
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],92.931
(31.029 - 34.876],(2 - 3],(1.0 - 2.0],(25.0 - 29.0],94.725
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],90.116
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],97.445
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],82.695
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],101.395
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],83.219
(31.029 - 34.876],(2 - 3],(2.0 - 3.0],(21.0 - 25.0],81.914
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(21.0 - 25.0],76.198
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],86.149
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],132.438
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],82.275
(31.029 - 34.876],(2 - 3],(2.0 - 3.0],(29.0 - 36.0],83.109
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],82.996
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(29.0 - 36.0],84.372
(31.029 - 34.876],(2 - 3],(3.0 - 5.0],(21.0 - 25.0],93.005
(31.029 - 34.876],(2 - 3],(2.0 - 3.0],(29.0 - 36.0],86.668
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],73.582
(31.029 - 34.876],(2 - 3],(2.0 - 3.0],(36.0 - 59.0],91.845
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(21.0 - 25.0],82.524
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],102.402
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],75.65
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],99.661
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],75.99
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(21.0 - 25.0],83.948
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(17.0 - 21.0],84.436
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],81.433
(31.029 - 34.876],(2 - 3],(1.0 - 2.0],(21.0 - 25.0],95.338
(20.001 - 31.029],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],91.25
(31.029 - 34.876],(2 - 3],[0.0 - 1.0],(36.0 - 59.0],79.082
(11.811 - 20.001],(2 - 3],[0.0 - 1.0],(10.0 - 13.0],96.453
(20.001 - 31.029],(2 - 3],(3.0 - 5.0],(21.0 - 25.0],91.547
(34.876 - 95.677],(2 - 3],[0.0 - 1.0],(25.0 - 29.0],78.287
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(25.0 - 29.0],65.517
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(25.0 - 29.0],71.661
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],74.182
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(21.0 - 25.0],77.502
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],72.129
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],66.713
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],66.801
(34.876 - 95.677],(10 - 41],(1.0 - 2.0],(21.0 - 25.0],69.952
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],72.327
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],74.549
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],76.97
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],73.386
(34.876 - 95.677],(10 - 41],(1.0 - 2.0],(25.0 - 29.0],72.853
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(25.0 - 29.0],71.898
(34.876 - 95.677],(7 - 10],[0.0 - 1.0],(25.0 - 29.0],82.821
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(21.0 - 25.0],67.082
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],71.046
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(25.0 - 29.0],81.447
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(29.0 - 36.0],73.496
(34.876 - 95.677],(10 - 41],(3.0 - 5.0],(25.0 - 29.0],74.62
(34.876 - 95.677],(10 - 41],[0.0 - 1.0],(13.0 - 17.0],72.081
